rank,frequency_hz,magnitude_db
1,3000.000,-17.531
2,3008.125,-29.705
3,2999.375,-32.861
4,3001.125,-33.930
5,2999.625,-37.528
6,2999.125,-38.538
7,3002.250,-40.510
8,3001.500,-42.099
9,3002.625,-44.001
10,3001.875,-44.590
