label,8_c_100_p
time_s,envelope
0.000000000,24.595896
0.000113379,24.597654
0.000226757,24.599411
0.000340136,24.601170
0.000453515,24.602926
0.000566893,24.604681
0.000680272,24.606436
0.000793651,24.608189
0.000907029,24.609940
0.001020408,24.611691
0.001133787,24.613440
0.001247166,24.615189
0.001360544,24.616934
0.001473923,24.618681
0.001587302,24.620422
0.001700680,24.622164
0.001814059,24.623903
0.001927438,24.625639
0.002040816,24.627373
0.002154195,24.629105
0.002267574,24.630833
0.002380952,24.632561
0.002494331,24.634285
0.002607710,24.636005
0.002721088,24.637724
0.002834467,24.639439
0.002947846,24.641148
0.003061224,24.642859
0.003174603,24.644560
0.003287982,24.646263
0.003401361,24.647961
0.003514739,24.649651
0.003628118,24.651340
0.003741497,24.653025
0.003854875,24.654705
0.003968254,24.656382
0.004081633,24.658052
0.004195011,24.659718
0.004308390,24.661379
0.004421769,24.663036
0.004535147,24.664688
0.004648526,24.666332
0.004761905,24.667974
0.004875283,24.669611
0.004988662,24.671242
0.005102041,24.672867
0.005215420,24.674488
0.005328798,24.676104
0.005442177,24.677713
0.005555556,24.679317
0.005668934,24.680914
0.005782313,24.682508
0.005895692,24.684095
0.006009070,24.685678
0.006122449,24.687254
0.006235828,24.688826
0.006349206,24.690390
0.006462585,24.691950
0.006575964,24.693504
0.006689342,24.695053
0.006802721,24.696598
0.006916100,24.698133
0.007029478,24.699667
0.007142857,24.701193
0.007256236,24.702713
0.007369615,24.704229
0.007482993,24.705738
0.007596372,24.707243
0.007709751,24.708740
0.007823129,24.710234
0.007936508,24.711720
0.008049887,24.713203
0.008163265,24.714678
0.008276644,24.716148
0.008390023,24.717613
0.008503401,24.719074
0.008616780,24.720526
0.008730159,24.721975
0.008843537,24.723415
0.008956916,24.724852
0.009070295,24.726282
0.009183673,24.727709
0.009297052,24.729128
0.009410431,24.730541
0.009523810,24.731951
0.009637188,24.733353
0.009750567,24.734749
0.009863946,24.736139
0.009977324,24.737526
0.010090703,24.738905
0.010204082,24.740280
0.010317460,24.741650
0.010430839,24.743015
0.010544218,24.744371
0.010657596,24.745726
0.010770975,24.747076
0.010884354,24.748421
0.010997732,24.749760
0.011111111,24.751097
0.011224490,24.752426
0.011337868,24.753752
0.011451247,24.755075
0.011564626,24.756392
0.011678005,24.757704
0.011791383,24.759014
0.011904762,24.760321
0.012018141,24.761625
0.012131519,24.762924
0.012244898,24.764217
0.012358277,24.765512
0.012471655,24.766800
0.012585034,24.768089
0.012698413,24.769371
0.012811791,24.770653
0.012925170,24.771931
0.013038549,24.773209
0.013151927,24.774481
0.013265306,24.775753
0.013378685,24.777021
0.013492063,24.778288
0.013605442,24.779552
0.013718821,24.780819
0.013832200,24.782080
0.013945578,24.783340
0.014058957,24.784599
0.014172336,24.785856
0.014285714,24.787109
0.014399093,24.788364
0.014512472,24.789616
0.014625850,24.790867
0.014739229,24.792116
0.014852608,24.793365
0.014965986,24.794615
0.015079365,24.795860
0.015192744,24.797108
0.015306122,24.798351
0.015419501,24.799595
0.015532880,24.800838
0.015646259,24.802080
0.015759637,24.803320
0.015873016,24.804562
0.015986395,24.805803
0.016099773,24.807041
0.016213152,24.808279
0.016326531,24.809521
0.016439909,24.810759
0.016553288,24.811996
0.016666667,24.813236
0.016780045,24.814474
0.016893424,24.815712
0.017006803,24.816950
0.017120181,24.818190
0.017233560,24.819427
0.017346939,24.820665
0.017460317,24.821907
0.017573696,24.823149
0.017687075,24.824389
0.017800454,24.825630
0.017913832,24.826872
0.018027211,24.828115
0.018140590,24.829359
0.018253968,24.830603
0.018367347,24.831848
0.018480726,24.833096
0.018594104,24.834341
0.018707483,24.835590
0.018820862,24.836840
0.018934240,24.838089
0.019047619,24.839336
0.019160998,24.840590
0.019274376,24.841837
0.019387755,24.843090
0.019501134,24.844343
0.019614512,24.845594
0.019727891,24.846848
0.019841270,24.848101
0.019954649,24.849352
0.020068027,24.850603
0.020181406,24.851858
0.020294785,24.853109
0.020408163,24.854361
0.020521542,24.855614
0.020634921,24.856865
0.020748299,24.858114
0.020861678,24.859362
0.020975057,24.860609
0.021088435,24.861858
0.021201814,24.863102
0.021315193,24.864346
0.021428571,24.865589
0.021541950,24.866831
0.021655329,24.868069
0.021768707,24.869307
0.021882086,24.870543
