rank,frequency_hz,magnitude_db
1,3000.000,-12.132
2,391.625,-42.524
3,391.125,-44.765
4,392.125,-48.601
5,3002.000,-49.026
6,2998.000,-50.379
7,180.000,-51.131
8,3016.125,-51.248
9,1369.500,-53.676
10,1371.125,-54.059
