rank,frequency_hz,magnitude_db
1,3000.000,-19.700
2,2998.500,-29.413
3,3001.500,-30.170
4,3000.500,-43.666
5,2999.500,-46.483
6,2999.125,-52.254
7,49.000,-53.232
8,2998.875,-53.299
9,3001.125,-53.723
10,3000.875,-54.739
