time_s,trend
0.000000000,5.932024
0.000113379,5.931706
0.000226757,5.931388
0.000340136,5.931069
0.000453515,5.930751
0.000566893,5.930433
0.000680272,5.930114
0.000793651,5.929796
0.000907029,5.929477
0.001020408,5.929158
0.001133787,5.928839
0.001247166,5.928520
0.001360544,5.928200
0.001473923,5.927881
0.001587302,5.927562
0.001700680,5.927242
0.001814059,5.926922
0.001927438,5.926603
0.002040816,5.926283
0.002154195,5.925963
0.002267574,5.925643
0.002380952,5.925323
0.002494331,5.925004
0.002607710,5.924683
0.002721088,5.924362
0.002834467,5.924042
0.002947846,5.923721
0.003061224,5.923400
0.003174603,5.923079
0.003287982,5.922759
0.003401361,5.922438
0.003514739,5.922117
0.003628118,5.921796
0.003741497,5.921474
0.003854875,5.921153
0.003968254,5.920832
0.004081633,5.920510
0.004195011,5.920187
0.004308390,5.919866
0.004421769,5.919544
0.004535147,5.919222
0.004648526,5.918900
0.004761905,5.918578
0.004875283,5.918256
0.004988662,5.917933
0.005102041,5.917611
0.005215420,5.917288
0.005328798,5.916965
0.005442177,5.916642
0.005555556,5.916319
0.005668934,5.915996
0.005782313,5.915673
0.005895692,5.915350
0.006009070,5.915027
0.006122449,5.914703
0.006235828,5.914379
0.006349206,5.914056
0.006462585,5.913732
0.006575964,5.913408
0.006689342,5.913085
0.006802721,5.912760
0.006916100,5.912436
0.007029478,5.912112
0.007142857,5.911788
0.007256236,5.911463
0.007369615,5.911139
0.007482993,5.910814
0.007596372,5.910490
0.007709751,5.910164
0.007823129,5.909839
0.007936508,5.909514
0.008049887,5.909189
0.008163265,5.908864
0.008276644,5.908539
0.008390023,5.908214
0.008503401,5.907888
0.008616780,5.907562
0.008730159,5.907237
0.008843537,5.906911
0.008956916,5.906585
0.009070295,5.906259
0.009183673,5.905933
0.009297052,5.905606
0.009410431,5.905280
0.009523810,5.904953
0.009637188,5.904627
0.009750567,5.904301
0.009863946,5.903974
0.009977324,5.903647
0.010090703,5.903321
0.010204082,5.902994
0.010317460,5.902666
0.010430839,5.902339
0.010544218,5.902012
0.010657596,5.901684
0.010770975,5.901357
0.010884354,5.901030
0.010997732,5.900702
0.011111111,5.900374
0.011224490,5.900046
0.011337868,5.899718
0.011451247,5.899390
0.011564626,5.899062
0.011678005,5.898734
0.011791383,5.898406
0.011904762,5.898077
0.012018141,5.897748
0.012131519,5.897420
0.012244898,5.897091
0.012358277,5.896762
0.012471655,5.896433
0.012585034,5.896104
0.012698413,5.895774
0.012811791,5.895445
0.012925170,5.895116
0.013038549,5.894787
0.013151927,5.894457
0.013265306,5.894128
0.013378685,5.893798
0.013492063,5.893468
0.013605442,5.893138
0.013718821,5.892808
0.013832200,5.892478
0.013945578,5.892148
0.014058957,5.891818
0.014172336,5.891488
0.014285714,5.891157
0.014399093,5.890827
0.014512472,5.890496
0.014625850,5.890165
0.014739229,5.889834
0.014852608,5.889503
0.014965986,5.889173
0.015079365,5.888841
0.015192744,5.888510
0.015306122,5.888179
0.015419501,5.887847
0.015532880,5.887516
0.015646259,5.887184
0.015759637,5.886853
0.015873016,5.886521
0.015986395,5.886189
0.016099773,5.885857
0.016213152,5.885524
0.016326531,5.885193
0.016439909,5.884861
0.016553288,5.884528
0.016666667,5.884196
0.016780045,5.883863
0.016893424,5.883530
0.017006803,5.883198
0.017120181,5.882865
0.017233560,5.882532
0.017346939,5.882199
0.017460317,5.881866
0.017573696,5.881533
0.017687075,5.881199
0.017800454,5.880866
0.017913832,5.880533
0.018027211,5.880199
0.018140590,5.879865
0.018253968,5.879531
0.018367347,5.879198
0.018480726,5.878863
0.018594104,5.878530
0.018707483,5.878195
0.018820862,5.877861
0.018934240,5.877527
0.019047619,5.877193
0.019160998,5.876858
0.019274376,5.876523
0.019387755,5.876189
0.019501134,5.875854
0.019614512,5.875519
0.019727891,5.875185
0.019841270,5.874849
0.019954649,5.874514
0.020068027,5.874179
0.020181406,5.873843
0.020294785,5.873508
0.020408163,5.873173
0.020521542,5.872837
0.020634921,5.872501
0.020748299,5.872165
0.020861678,5.871830
0.020975057,5.871494
0.021088435,5.871158
0.021201814,5.870822
0.021315193,5.870485
0.021428571,5.870149
0.021541950,5.869812
0.021655329,5.869476
0.021768707,5.869140
0.021882086,5.868804
0.021995465,5.868466
0.022108844,5.868129
0.022222222,5.867793
0.022335601,5.867455
0.022448980,5.867118
0.022562358,5.866781
0.022675737,5.866444
0.022789116,5.866107
0.022902494,5.865769
0.023015873,5.865431
0.023129252,5.865093
0.023242630,5.864756
0.023356009,5.864418
0.023469388,5.864080
0.023582766,5.863742
0.023696145,5.863404
0.023809524,5.863066
0.023922902,5.862728
0.024036281,5.862390
0.024149660,5.862051
0.024263039,5.861712
0.024376417,5.861373
0.024489796,5.861035
0.024603175,5.860696
0.024716553,5.860357
0.024829932,5.860018
0.024943311,5.859679
0.025056689,5.859340
0.025170068,5.859000
0.025283447,5.858661
0.025396825,5.858322
0.025510204,5.857983
0.025623583,5.857643
0.025736961,5.857303
0.025850340,5.856963
0.025963719,5.856623
0.026077098,5.856284
0.026190476,5.855944
0.026303855,5.855603
0.026417234,5.855263
0.026530612,5.854923
0.026643991,5.854583
0.026757370,5.854242
0.026870748,5.853901
0.026984127,5.853561
0.027097506,5.853220
0.027210884,5.852879
0.027324263,5.852538
0.027437642,5.852198
0.027551020,5.851857
0.027664399,5.851515
0.027777778,5.851174
0.027891156,5.850832
0.028004535,5.850492
0.028117914,5.850150
0.028231293,5.849808
0.028344671,5.849467
0.028458050,5.849125
0.028571429,5.848783
0.028684807,5.848441
0.028798186,5.848099
0.028911565,5.847756
0.029024943,5.847414
0.029138322,5.847072
0.029251701,5.846730
0.029365079,5.846387
0.029478458,5.846045
0.029591837,5.845703
0.029705215,5.845360
0.029818594,5.845017
0.029931973,5.844675
0.030045351,5.844331
0.030158730,5.843988
0.030272109,5.843645
0.030385488,5.843302
0.030498866,5.842959
0.030612245,5.842615
0.030725624,5.842272
0.030839002,5.841928
0.030952381,5.841585
0.031065760,5.841241
0.031179138,5.840898
0.031292517,5.840554
0.031405896,5.840209
0.031519274,5.839865
0.031632653,5.839521
0.031746032,5.839177
0.031859410,5.838832
0.031972789,5.838488
0.032086168,5.838144
0.032199546,5.837799
0.032312925,5.837455
0.032426304,5.837110
0.032539683,5.836765
0.032653061,5.836421
0.032766440,5.836075
0.032879819,5.835730
