rank,frequency_hz,magnitude_db
1,3000.000,-19.893
2,377.625,-55.275
3,378.625,-56.021
4,379.250,-56.098
5,378.250,-56.256
6,3015.500,-57.216
7,378.875,-58.553
8,2984.500,-59.681
9,2820.000,-59.794
10,126.000,-59.888
