rank,frequency_hz,magnitude_db
1,3000.000,-16.234
2,3010.000,-47.694
3,2990.000,-48.116
4,3003.375,-56.386
5,2820.000,-59.493
6,3023.375,-60.936
7,3006.750,-63.641
8,180.000,-64.419
9,2993.250,-65.936
10,2996.625,-67.961
