time_s,raw
0.000000000,827.000000
0.000113379,-1068.000000
0.000226757,-25.500000
0.000340136,1105.500000
0.000453515,-1006.500000
0.000566893,53.000000
0.000680272,733.500000
0.000793651,-1378.000000
0.000907029,439.500000
0.001020408,900.500000
0.001133787,-986.000000
0.001247166,503.000000
0.001360544,647.500000
0.001473923,-1241.000000
0.001587302,441.000000
0.001700680,685.500000
0.001814059,-1171.500000
0.001927438,744.000000
0.002040816,444.000000
0.002154195,-1124.500000
0.002267574,869.500000
0.002380952,393.500000
0.002494331,-1110.500000
0.002607710,1107.500000
0.002721088,171.000000
0.002834467,-969.000000
0.002947846,1172.500000
0.003061224,333.500000
0.003174603,-939.000000
0.003287982,1330.500000
0.003401361,-103.500000
0.003514739,-1059.500000
0.003628118,1151.000000
0.003741497,-255.000000
0.003854875,-836.000000
0.003968254,1206.000000
0.004081633,-490.500000
0.004195011,-760.000000
0.004308390,1149.500000
0.004421769,-371.000000
0.004535147,-624.500000
0.004648526,1479.500000
0.004761905,-479.500000
0.004875283,-432.000000
0.004988662,1331.000000
0.005102041,-791.000000
0.005215420,-285.500000
0.005328798,1233.500000
0.005442177,-818.500000
0.005555556,-264.000000
0.005668934,1163.500000
0.005782313,-1073.500000
0.005895692,-259.000000
0.006009070,936.500000
0.006122449,-1392.000000
0.006235828,-180.000000
0.006349206,832.000000
0.006462585,-1087.000000
0.006575964,222.000000
0.006689342,1112.500000
0.006802721,-1204.000000
0.006916100,252.500000
0.007029478,834.000000
0.007142857,-1214.000000
0.007256236,580.500000
0.007369615,990.000000
0.007482993,-1135.000000
0.007596372,652.500000
0.007709751,498.000000
0.007823129,-1500.000000
0.007936508,617.000000
0.008049887,567.500000
0.008163265,-1387.000000
0.008276644,911.500000
0.008390023,151.500000
0.008503401,-1380.500000
0.008616780,747.500000
0.008730159,215.000000
0.008843537,-1062.500000
0.008956916,1180.500000
0.009070295,313.500000
0.009183673,-1083.000000
0.009297052,1085.000000
0.009410431,48.000000
0.009523810,-983.000000
0.009637188,1443.000000
0.009750567,-40.000000
0.009863946,-773.000000
0.009977324,1372.000000
0.010090703,-289.500000
0.010204082,-808.500000
0.010317460,1298.500000
0.010430839,-477.000000
0.010544218,-731.000000
0.010657596,1304.000000
0.010770975,-615.500000
0.010884354,-576.000000
0.010997732,1372.000000
0.011111111,-746.500000
0.011224490,-268.000000
0.011337868,1275.500000
0.011451247,-707.000000
0.011564626,-346.000000
0.011678005,1245.000000
0.011791383,-860.500000
0.011904762,-180.000000
0.012018141,1394.000000
0.012131519,-988.000000
0.012244898,-67.000000
0.012358277,1067.500000
0.012471655,-1347.500000
0.012585034,67.500000
0.012698413,1054.500000
0.012811791,-1128.000000
0.012925170,125.500000
0.013038549,761.000000
0.013151927,-1481.500000
0.013265306,150.500000
0.013378685,815.500000
0.013492063,-1238.000000
0.013605442,672.500000
0.013718821,622.500000
0.013832200,-1453.500000
0.013945578,314.000000
0.014058957,555.500000
0.014172336,-1374.000000
0.014285714,863.000000
0.014399093,598.500000
0.014512472,-1521.500000
0.014625850,892.000000
0.014739229,132.000000
0.014852608,-1445.000000
0.014965986,990.000000
0.015079365,-9.500000
0.015192744,-1343.000000
0.015306122,786.000000
0.015419501,-51.000000
0.015532880,-1201.000000
0.015646259,1255.000000
0.015759637,-38.500000
0.015873016,-1057.500000
0.015986395,1289.000000
0.016099773,-362.500000
0.016213152,-923.500000
0.016326531,1269.500000
0.016439909,-262.500000
0.016553288,-818.000000
0.016666667,1186.000000
0.016780045,-555.500000
0.016893424,-855.000000
0.017006803,1402.500000
0.017120181,-691.500000
0.017233560,-710.000000
0.017346939,1253.500000
0.017460317,-1003.500000
0.017573696,-723.500000
0.017687075,1311.000000
0.017800454,-921.000000
0.017913832,-221.500000
0.018027211,1311.000000
0.018140590,-950.000000
0.018253968,-207.500000
0.018367347,1231.000000
0.018480726,-950.500000
0.018594104,35.000000
0.018707483,1367.000000
0.018820862,-1154.500000
0.018934240,251.000000
0.019047619,1143.500000
0.019160998,-1323.500000
0.019274376,25.000000
0.019387755,1026.500000
0.019501134,-1598.500000
0.019614512,432.500000
0.019727891,1040.000000
0.019841270,-1246.500000
0.019954649,730.500000
0.020068027,719.500000
0.020181406,-1414.500000
0.020294785,647.000000
0.020408163,631.500000
0.020521542,-1222.000000
0.020634921,1026.000000
0.020748299,670.000000
0.020861678,-1403.000000
0.020975057,962.000000
0.021088435,390.500000
0.021201814,-1269.500000
0.021315193,1243.000000
0.021428571,336.000000
0.021541950,-1168.500000
0.021655329,1136.500000
0.021768707,75.000000
0.021882086,-1144.500000
0.021995465,1409.500000
0.022108844,19.500000
0.022222222,-1123.500000
0.022335601,1298.000000
0.022448980,-490.000000
0.022562358,-1270.500000
0.022675737,1405.000000
0.022789116,-397.000000
0.022902494,-869.500000
0.023015873,1314.500000
0.023129252,-611.000000
0.023242630,-789.000000
0.023356009,1399.500000
0.023469388,-603.500000
0.023582766,-512.000000
0.023696145,1360.500000
0.023809524,-900.000000
0.023922902,-526.500000
0.024036281,1385.000000
0.024149660,-898.500000
0.024263039,-247.500000
0.024376417,1465.000000
0.024489796,-1029.500000
0.024603175,-358.000000
0.024716553,1319.500000
0.024829932,-1190.500000
0.024943311,-109.000000
0.025056689,1275.500000
0.025170068,-1381.000000
0.025283447,113.000000
0.025396825,936.000000
0.025510204,-1468.500000
0.025623583,-21.000000
0.025736961,924.000000
0.025850340,-1497.000000
0.025963719,631.500000
0.026077098,1129.500000
0.026190476,-1334.500000
0.026303855,531.500000
0.026417234,856.000000
0.026530612,-1474.000000
0.026643991,986.000000
0.026757370,989.000000
0.026870748,-1061.500000
0.026984127,951.500000
0.027097506,516.000000
0.027210884,-1696.500000
0.027324263,989.000000
0.027437642,434.000000
0.027551020,-1360.500000
0.027664399,1196.000000
0.027777778,61.000000
0.027891156,-1388.500000
0.028004535,985.500000
0.028117914,11.500000
0.028231293,-1301.500000
0.028344671,1243.500000
0.028458050,-94.500000
0.028571429,-1327.000000
0.028684807,1407.000000
0.028798186,-188.000000
0.028911565,-824.000000
0.029024943,1643.500000
0.029138322,-257.500000
0.029251701,-789.000000
0.029365079,1627.000000
0.029478458,-324.000000
0.029591837,-618.000000
0.029705215,1791.000000
0.029818594,-786.000000
0.029931973,-799.500000
0.030045351,1302.500000
0.030158730,-1033.000000
0.030272109,-589.000000
0.030385488,1515.000000
0.030498866,-1334.500000
0.030612245,-490.500000
0.030725624,1033.500000
0.030839002,-1430.500000
0.030952381,-202.500000
