rank,frequency_hz,magnitude_db
1,3000.000,-21.891
2,180.000,-57.839
3,396.375,-59.073
4,395.750,-59.227
5,2999.000,-60.933
6,3001.000,-61.582
7,2995.875,-63.756
8,395.250,-64.840
9,2820.000,-65.070
10,394.250,-65.194
