rank,frequency_hz,magnitude_db
1,3000.000,-24.271
2,52.875,-62.588
3,3013.000,-63.346
4,2987.000,-63.894
5,2998.375,-66.912
6,2820.000,-67.187
7,3001.625,-69.830
8,3003.250,-70.999
9,3006.500,-71.307
10,126.250,-71.313
