time_s,raw
0.000000000,4239.000000
0.000113379,-1934.000000
0.000226757,-2245.000000
0.000340136,4265.500000
0.000453515,-2436.500000
0.000566893,-1764.000000
0.000680272,4197.500000
0.000793651,-2881.000000
0.000907029,-1195.500000
0.001020408,4107.000000
0.001133787,-3281.000000
0.001247166,-666.500000
0.001360544,3943.000000
0.001473923,-3583.000000
0.001587302,-66.000000
0.001700680,3737.500000
0.001814059,-3851.000000
0.001927438,470.500000
0.002040816,3402.500000
0.002154195,-4073.000000
0.002267574,1035.000000
0.002380952,3084.000000
0.002494331,-4199.000000
0.002607710,1540.500000
0.002721088,2620.000000
0.002834467,-4326.000000
0.002947846,2023.000000
0.003061224,2154.000000
0.003174603,-4360.500000
0.003287982,2467.000000
0.003401361,1628.500000
0.003514739,-4336.500000
0.003628118,2899.500000
0.003741497,1130.500000
0.003854875,-4177.500000
0.003968254,3257.000000
0.004081633,573.000000
0.004195011,-3975.500000
0.004308390,3586.500000
0.004421769,53.500000
0.004535147,-3684.000000
0.004648526,3861.500000
0.004761905,-520.000000
0.004875283,-3379.500000
0.004988662,4031.500000
0.005102041,-1053.000000
0.005215420,-2989.000000
0.005328798,4190.500000
0.005442177,-1594.000000
0.005555556,-2564.500000
0.005668934,4261.500000
0.005782313,-2063.000000
0.005895692,-2070.000000
0.006009070,4270.000000
0.006122449,-2546.000000
0.006235828,-1577.000000
0.006349206,4201.000000
0.006462585,-2948.500000
0.006575964,-1003.000000
0.006689342,4085.500000
0.006802721,-3336.000000
0.006916100,-458.000000
0.007029478,3910.000000
0.007142857,-3614.000000
0.007256236,152.500000
0.007369615,3668.000000
0.007482993,-3884.000000
0.007596372,668.000000
0.007709751,3300.000000
0.007823129,-4089.000000
0.007936508,1224.500000
0.008049887,2943.500000
0.008163265,-4214.500000
0.008276644,1676.500000
0.008390023,2465.500000
0.008503401,-4310.000000
0.008616780,2191.500000
0.008730159,2026.500000
0.008843537,-4288.500000
0.008956916,2627.500000
0.009070295,1505.500000
0.009183673,-4212.500000
0.009297052,3052.000000
0.009410431,990.500000
0.009523810,-4084.000000
0.009637188,3360.000000
0.009750567,407.000000
0.009863946,-3887.000000
0.009977324,3674.000000
0.010090703,-97.500000
0.010204082,-3571.000000
0.010317460,3925.000000
0.010430839,-695.500000
0.010544218,-3273.500000
0.010657596,4090.000000
0.010770975,-1234.000000
0.010884354,-2850.000000
0.010997732,4185.500000
0.011111111,-1782.000000
0.011224490,-2432.000000
0.011337868,4259.000000
0.011451247,-2248.000000
0.011564626,-1911.000000
0.011678005,4252.000000
0.011791383,-2700.000000
0.011904762,-1411.000000
0.012018141,4169.500000
0.012131519,-3054.000000
0.012244898,-805.500000
0.012358277,4064.000000
0.012471655,-3420.500000
0.012585034,-269.000000
0.012698413,3821.000000
0.012811791,-3723.000000
0.012925170,313.000000
0.013038549,3562.500000
0.013151927,-3975.000000
0.013265306,834.500000
0.013378685,3188.000000
0.013492063,-4166.000000
0.013605442,1384.500000
0.013718821,2804.500000
0.013832200,-4281.000000
0.013945578,1865.500000
0.014058957,2296.500000
0.014172336,-4362.000000
0.014285714,2321.000000
0.014399093,1846.000000
0.014512472,-4315.000000
0.014625850,2767.000000
0.014739229,1342.000000
0.014852608,-4207.500000
0.014965986,3151.500000
0.015079365,788.500000
0.015192744,-4052.000000
0.015306122,3478.000000
0.015419501,224.500000
0.015532880,-3800.500000
0.015646259,3785.500000
0.015759637,-327.500000
0.015873016,-3515.500000
0.015986395,3979.000000
0.016099773,-878.500000
0.016213152,-3147.500000
0.016326531,4161.000000
0.016439909,-1402.500000
0.016553288,-2720.500000
0.016666667,4244.500000
0.016780045,-1910.000000
0.016893424,-2207.000000
0.017006803,4337.500000
0.017120181,-2381.000000
0.017233560,-1724.500000
0.017346939,4232.000000
0.017460317,-2859.000000
0.017573696,-1194.500000
0.017687075,4187.000000
0.017800454,-3177.000000
0.017913832,-600.500000
0.018027211,4000.000000
0.018140590,-3547.500000
0.018253968,-48.000000
0.018367347,3794.000000
0.018480726,-3797.500000
0.018594104,515.500000
0.018707483,3436.000000
0.018820862,-4082.000000
