rank,frequency_hz,magnitude_db
1,3000.000,-15.275
2,381.250,-48.851
3,382.625,-55.532
4,1334.375,-56.572
5,381.875,-56.698
6,180.000,-57.392
7,382.875,-57.645
8,382.125,-57.797
9,383.750,-58.104
10,2999.500,-58.485
