rank,frequency_hz,magnitude_db
1,3000.000,-19.030
2,3002.125,-56.220
3,2999.000,-61.205
4,403.375,-63.907
5,3001.000,-64.361
6,403.750,-65.211
7,2997.875,-65.448
8,3006.250,-65.752
9,2995.875,-65.844
10,404.250,-65.935
