rank,frequency_hz,magnitude_db
1,2.125,-14.561
2,4.125,-19.510
3,6.250,-23.528
4,1.000,-28.735
5,3.125,-37.479
6,8.250,-38.015
7,12.500,-38.905
8,2.500,-39.721
9,3.750,-40.238
10,10.125,-40.805
