rank,frequency_hz,magnitude_db
1,2.875,-13.700
2,5.875,-17.735
3,3.625,-23.439
4,6.250,-23.962
5,1.500,-28.359
6,2.250,-29.077
7,5.125,-31.436
8,4.375,-32.435
9,12.500,-42.681
10,9.000,-43.095
