label,4_u1_200_p(1)
time_s,envelope
0.000000000,0.908366
0.000113379,0.909404
0.000226757,0.910439
0.000340136,0.911472
0.000453515,0.912502
0.000566893,0.913530
0.000680272,0.914555
0.000793651,0.915579
0.000907029,0.916600
0.001020408,0.917619
0.001133787,0.918636
0.001247166,0.919650
0.001360544,0.920663
0.001473923,0.921675
0.001587302,0.922684
0.001700680,0.923691
0.001814059,0.924697
0.001927438,0.925701
0.002040816,0.926703
0.002154195,0.927704
0.002267574,0.928703
0.002380952,0.929701
0.002494331,0.930697
0.002607710,0.931692
0.002721088,0.932685
0.002834467,0.933677
0.002947846,0.934668
0.003061224,0.935657
0.003174603,0.936645
0.003287982,0.937632
0.003401361,0.938617
0.003514739,0.939602
0.003628118,0.940585
0.003741497,0.941567
0.003854875,0.942548
0.003968254,0.943528
0.004081633,0.944507
0.004195011,0.945484
0.004308390,0.946461
0.004421769,0.947437
0.004535147,0.948412
0.004648526,0.949386
0.004761905,0.950359
0.004875283,0.951331
0.004988662,0.952303
0.005102041,0.953274
0.005215420,0.954243
0.005328798,0.955212
0.005442177,0.956181
0.005555556,0.957148
0.005668934,0.958115
0.005782313,0.959081
0.005895692,0.960047
0.006009070,0.961012
0.006122449,0.961976
0.006235828,0.962939
0.006349206,0.963902
0.006462585,0.964865
0.006575964,0.965827
0.006689342,0.966788
0.006802721,0.967749
0.006916100,0.968709
0.007029478,0.969668
0.007142857,0.970627
0.007256236,0.971586
0.007369615,0.972544
0.007482993,0.973501
0.007596372,0.974458
0.007709751,0.975414
0.007823129,0.976370
0.007936508,0.977325
0.008049887,0.978280
0.008163265,0.979234
0.008276644,0.980187
0.008390023,0.981140
0.008503401,0.982092
0.008616780,0.983044
0.008730159,0.983995
0.008843537,0.984946
0.008956916,0.985896
0.009070295,0.986845
0.009183673,0.987793
0.009297052,0.988741
0.009410431,0.989688
0.009523810,0.990635
0.009637188,0.991580
0.009750567,0.992525
0.009863946,0.993469
0.009977324,0.994413
0.010090703,0.995355
0.010204082,0.996297
0.010317460,0.997237
0.010430839,0.998177
0.010544218,0.999116
0.010657596,1.000054
0.010770975,1.000991
0.010884354,1.001927
0.010997732,1.002862
0.011111111,1.003796
0.011224490,1.004728
0.011337868,1.005660
0.011451247,1.006590
0.011564626,1.007520
0.011678005,1.008448
0.011791383,1.009375
0.011904762,1.010300
0.012018141,1.011224
0.012131519,1.012147
0.012244898,1.013069
0.012358277,1.013989
0.012471655,1.014907
0.012585034,1.015824
0.012698413,1.016739
0.012811791,1.017653
0.012925170,1.018565
0.013038549,1.019476
0.013151927,1.020384
0.013265306,1.021291
0.013378685,1.022196
0.013492063,1.023099
0.013605442,1.023999
0.013718821,1.024898
0.013832200,1.025795
0.013945578,1.026690
0.014058957,1.027583
0.014172336,1.028473
0.014285714,1.029361
0.014399093,1.030247
0.014512472,1.031131
0.014625850,1.032012
0.014739229,1.032891
0.014852608,1.033767
0.014965986,1.034641
0.015079365,1.035512
0.015192744,1.036380
0.015306122,1.037246
0.015419501,1.038108
0.015532880,1.038968
0.015646259,1.039825
0.015759637,1.040679
0.015873016,1.041530
0.015986395,1.042378
0.016099773,1.043223
0.016213152,1.044064
0.016326531,1.044902
0.016439909,1.045737
0.016553288,1.046568
0.016666667,1.047396
0.016780045,1.048220
0.016893424,1.049041
0.017006803,1.049858
0.017120181,1.050671
0.017233560,1.051480
0.017346939,1.052285
0.017460317,1.053086
0.017573696,1.053884
0.017687075,1.054677
0.017800454,1.055466
0.017913832,1.056250
0.018027211,1.057030
0.018140590,1.057806
0.018253968,1.058577
0.018367347,1.059344
0.018480726,1.060106
0.018594104,1.060863
0.018707483,1.061616
0.018820862,1.062364
0.018934240,1.063106
0.019047619,1.063844
0.019160998,1.064576
0.019274376,1.065303
0.019387755,1.066025
0.019501134,1.066742
0.019614512,1.067453
0.019727891,1.068158
0.019841270,1.068858
0.019954649,1.069552
0.020068027,1.070240
0.020181406,1.070922
0.020294785,1.071598
0.020408163,1.072268
0.020521542,1.072932
0.020634921,1.073589
0.020748299,1.074240
0.020861678,1.074885
0.020975057,1.075523
0.021088435,1.076154
0.021201814,1.076778
0.021315193,1.077395
0.021428571,1.078006
0.021541950,1.078609
0.021655329,1.079205
0.021768707,1.079794
0.021882086,1.080375
0.021995465,1.080949
0.022108844,1.081516
0.022222222,1.082074
0.022335601,1.082625
0.022448980,1.083168
0.022562358,1.083703
0.022675737,1.084230
0.022789116,1.084749
0.022902494,1.085259
0.023015873,1.085761
0.023129252,1.086255
0.023242630,1.086740
0.023356009,1.087217
0.023469388,1.087684
0.023582766,1.088143
0.023696145,1.088593
0.023809524,1.089034
0.023922902,1.089466
0.024036281,1.089888
0.024149660,1.090301
0.024263039,1.090705
0.024376417,1.091099
0.024489796,1.091483
0.024603175,1.091857
0.024716553,1.092222
0.024829932,1.092577
0.024943311,1.092922
0.025056689,1.093256
0.025170068,1.093580
0.025283447,1.093894
0.025396825,1.094198
0.025510204,1.094491
0.025623583,1.094773
0.025736961,1.095044
0.025850340,1.095305
0.025963719,1.095554
0.026077098,1.095793
0.026190476,1.096020
0.026303855,1.096236
0.026417234,1.096441
0.026530612,1.096634
0.026643991,1.096815
0.026757370,1.096985
0.026870748,1.097143
0.026984127,1.097289
0.027097506,1.097423
0.027210884,1.097546
0.027324263,1.097656
0.027437642,1.097754
0.027551020,1.097839
0.027664399,1.097913
0.027777778,1.097973
0.027891156,1.098022
0.028004535,1.098058
0.028117914,1.098081
0.028231293,1.098091
0.028344671,1.098089
0.028458050,1.098073
0.028571429,1.098045
0.028684807,1.098004
0.028798186,1.097949
0.028911565,1.097882
0.029024943,1.097801
0.029138322,1.097706
0.029251701,1.097599
0.029365079,1.097478
0.029478458,1.097343
0.029591837,1.097195
0.029705215,1.097033
0.029818594,1.096857
0.029931973,1.096668
0.030045351,1.096465
0.030158730,1.096247
0.030272109,1.096016
0.030385488,1.095770
0.030498866,1.095510
0.030612245,1.095236
0.030725624,1.094948
0.030839002,1.094646
0.030952381,1.094329
0.031065760,1.093997
0.031179138,1.093651
0.031292517,1.093290
0.031405896,1.092915
0.031519274,1.092525
0.031632653,1.092121
0.031746032,1.091701
0.031859410,1.091267
0.031972789,1.090818
0.032086168,1.090354
0.032199546,1.089875
0.032312925,1.089382
0.032426304,1.088873
0.032539683,1.088349
0.032653061,1.087810
0.032766440,1.087256
0.032879819,1.086686
0.032993197,1.086102
0.033106576,1.085503
0.033219955,1.084888
0.033333333,1.084258
0.033446712,1.083613
0.033560091,1.082952
0.033673469,1.082277
0.033786848,1.081586
0.033900227,1.080880
0.034013605,1.080158
0.034126984,1.079421
0.034240363,1.078669
0.034353741,1.077902
0.034467120,1.077119
0.034580499,1.076321
0.034693878,1.075507
0.034807256,1.074678
0.034920635,1.073833
0.035034014,1.072974
0.035147392,1.072098
0.035260771,1.071208
0.035374150,1.070302
0.035487528,1.069380
0.035600907,1.068443
0.035714286,1.067491
0.035827664,1.066523
0.035941043,1.065540
0.036054422,1.064541
0.036167800,1.063527
0.036281179,1.062497
0.036394558,1.061452
0.036507937,1.060392
0.036621315,1.059316
0.036734694,1.058225
0.036848073,1.057118
0.036961451,1.055996
0.037074830,1.054859
0.037188209,1.053706
0.037301587,1.052538
0.037414966,1.051355
0.037528345,1.050156
0.037641723,1.048942
0.037755102,1.047713
0.037868481,1.046469
0.037981859,1.045209
0.038095238,1.043935
0.038208617,1.042645
0.038321995,1.041340
0.038435374,1.040020
0.038548753,1.038685
0.038662132,1.037336
0.038775510,1.035971
0.038888889,1.034591
0.039002268,1.033197
0.039115646,1.031788
0.039229025,1.030364
0.039342404,1.028926
0.039455782,1.027472
0.039569161,1.026005
0.039682540,1.024522
0.039795918,1.023026
0.039909297,1.021514
0.040022676,1.019989
0.040136054,1.018449
0.040249433,1.016894
0.040362812,1.015326
0.040476190,1.013743
0.040589569,1.012146
0.040702948,1.010534
0.040816327,1.008909
0.040929705,1.007270
0.041043084,1.005616
0.041156463,1.003949
0.041269841,1.002268
0.041383220,1.000572
0.041496599,0.998864
0.041609977,0.997141
0.041723356,0.995405
0.041836735,0.993655
0.041950113,0.991891
0.042063492,0.990114
0.042176871,0.988323
0.042290249,0.986520
0.042403628,0.984702
0.042517007,0.982872
0.042630385,0.981028
0.042743764,0.979171
0.042857143,0.977301
0.042970522,0.975418
0.043083900,0.973522
0.043197279,0.971613
0.043310658,0.969691
0.043424036,0.967756
