label,4_u1_200_p(1)
time_s,envelope
0.000000000,0.910487
0.000113379,0.907537
0.000226757,0.904586
0.000340136,0.901633
0.000453515,0.898679
0.000566893,0.895725
0.000680272,0.892769
0.000793651,0.889813
0.000907029,0.886856
0.001020408,0.883900
0.001133787,0.880943
0.001247166,0.877987
0.001360544,0.875032
0.001473923,0.872077
0.001587302,0.869124
0.001700680,0.866172
0.001814059,0.863221
0.001927438,0.860272
0.002040816,0.857325
0.002154195,0.854380
0.002267574,0.851438
0.002380952,0.848498
0.002494331,0.845561
0.002607710,0.842627
0.002721088,0.839697
0.002834467,0.836770
0.002947846,0.833847
0.003061224,0.830929
0.003174603,0.828014
0.003287982,0.825104
0.003401361,0.822199
0.003514739,0.819299
0.003628118,0.816405
0.003741497,0.813515
0.003854875,0.810632
0.003968254,0.807755
0.004081633,0.804884
0.004195011,0.802020
0.004308390,0.799162
0.004421769,0.796312
0.004535147,0.793468
0.004648526,0.790633
0.004761905,0.787805
0.004875283,0.784985
0.004988662,0.782173
0.005102041,0.779370
0.005215420,0.776576
0.005328798,0.773790
0.005442177,0.771014
0.005555556,0.768247
0.005668934,0.765490
0.005782313,0.762743
0.005895692,0.760006
0.006009070,0.757280
0.006122449,0.754564
0.006235828,0.751859
0.006349206,0.749165
0.006462585,0.746483
0.006575964,0.743812
0.006689342,0.741153
0.006802721,0.738507
0.006916100,0.735873
0.007029478,0.733251
0.007142857,0.730642
0.007256236,0.728046
0.007369615,0.725464
0.007482993,0.722895
0.007596372,0.720340
0.007709751,0.717799
0.007823129,0.715272
0.007936508,0.712760
0.008049887,0.710262
0.008163265,0.707779
0.008276644,0.705312
0.008390023,0.702859
0.008503401,0.700423
0.008616780,0.698002
0.008730159,0.695597
0.008843537,0.693208
0.008956916,0.690836
0.009070295,0.688481
0.009183673,0.686142
0.009297052,0.683821
0.009410431,0.681517
0.009523810,0.679230
0.009637188,0.676961
0.009750567,0.674710
0.009863946,0.672478
0.009977324,0.670263
0.010090703,0.668068
0.010204082,0.665891
0.010317460,0.663733
0.010430839,0.661594
0.010544218,0.659475
0.010657596,0.657375
0.010770975,0.655296
0.010884354,0.653236
0.010997732,0.651196
0.011111111,0.649177
0.011224490,0.647178
0.011337868,0.645200
0.011451247,0.643243
0.011564626,0.641307
0.011678005,0.639392
0.011791383,0.637499
0.011904762,0.635627
0.012018141,0.633777
0.012131519,0.631949
0.012244898,0.630143
0.012358277,0.628360
0.012471655,0.626599
0.012585034,0.624860
0.012698413,0.623145
0.012811791,0.621452
0.012925170,0.619782
0.013038549,0.618136
0.013151927,0.616513
0.013265306,0.614913
0.013378685,0.613337
0.013492063,0.611785
0.013605442,0.610257
0.013718821,0.608753
0.013832200,0.607273
0.013945578,0.605818
0.014058957,0.604386
0.014172336,0.602980
0.014285714,0.601598
0.014399093,0.600241
0.014512472,0.598909
0.014625850,0.597602
0.014739229,0.596320
0.014852608,0.595064
0.014965986,0.593833
0.015079365,0.592627
0.015192744,0.591447
0.015306122,0.590293
0.015419501,0.589164
0.015532880,0.588061
0.015646259,0.586984
0.015759637,0.585934
0.015873016,0.584909
0.015986395,0.583911
0.016099773,0.582938
0.016213152,0.581993
0.016326531,0.581073
0.016439909,0.580181
0.016553288,0.579315
0.016666667,0.578475
0.016780045,0.577662
0.016893424,0.576876
0.017006803,0.576117
0.017120181,0.575384
0.017233560,0.574679
0.017346939,0.574000
0.017460317,0.573348
0.017573696,0.572724
0.017687075,0.572126
0.017800454,0.571555
0.017913832,0.571012
0.018027211,0.570495
0.018140590,0.570006
0.018253968,0.569544
0.018367347,0.569109
0.018480726,0.568701
0.018594104,0.568320
0.018707483,0.567966
0.018820862,0.567640
0.018934240,0.567340
0.019047619,0.567068
0.019160998,0.566822
0.019274376,0.566604
0.019387755,0.566413
0.019501134,0.566248
0.019614512,0.566111
0.019727891,0.566000
0.019841270,0.565917
0.019954649,0.565860
0.020068027,0.565830
0.020181406,0.565826
0.020294785,0.565850
0.020408163,0.565900
0.020521542,0.565977
0.020634921,0.566080
0.020748299,0.566209
0.020861678,0.566365
0.020975057,0.566547
0.021088435,0.566756
0.021201814,0.566990
0.021315193,0.567251
0.021428571,0.567538
0.021541950,0.567850
0.021655329,0.568188
0.021768707,0.568552
0.021882086,0.568942
0.021995465,0.569356
0.022108844,0.569797
0.022222222,0.570262
0.022335601,0.570753
0.022448980,0.571268
0.022562358,0.571809
0.022675737,0.572374
0.022789116,0.572964
0.022902494,0.573578
0.023015873,0.574217
0.023129252,0.574880
0.023242630,0.575567
0.023356009,0.576279
0.023469388,0.577014
0.023582766,0.577773
0.023696145,0.578555
0.023809524,0.579361
0.023922902,0.580190
0.024036281,0.581042
0.024149660,0.581917
0.024263039,0.582815
0.024376417,0.583736
0.024489796,0.584679
0.024603175,0.585644
0.024716553,0.586631
0.024829932,0.587641
0.024943311,0.588672
0.025056689,0.589725
0.025170068,0.590799
0.025283447,0.591895
0.025396825,0.593011
0.025510204,0.594149
0.025623583,0.595307
0.025736961,0.596486
0.025850340,0.597685
0.025963719,0.598905
0.026077098,0.600144
0.026190476,0.601403
0.026303855,0.602682
0.026417234,0.603980
0.026530612,0.605297
0.026643991,0.606634
0.026757370,0.607989
0.026870748,0.609363
0.026984127,0.610755
0.027097506,0.612165
0.027210884,0.613594
0.027324263,0.615040
0.027437642,0.616504
0.027551020,0.617985
0.027664399,0.619483
0.027777778,0.620998
0.027891156,0.622530
0.028004535,0.624079
0.028117914,0.625643
0.028231293,0.627224
0.028344671,0.628821
0.028458050,0.630433
0.028571429,0.632061
0.028684807,0.633704
0.028798186,0.635362
0.028911565,0.637035
0.029024943,0.638722
0.029138322,0.640423
0.029251701,0.642139
0.029365079,0.643868
0.029478458,0.645611
0.029591837,0.647368
0.029705215,0.649137
0.029818594,0.650920
0.029931973,0.652715
0.030045351,0.654523
0.030158730,0.656343
0.030272109,0.658175
0.030385488,0.660019
0.030498866,0.661874
0.030612245,0.663741
0.030725624,0.665618
0.030839002,0.667507
0.030952381,0.669406
0.031065760,0.671316
0.031179138,0.673236
0.031292517,0.675166
0.031405896,0.677105
0.031519274,0.679054
0.031632653,0.681013
0.031746032,0.682980
0.031859410,0.684957
0.031972789,0.686942
0.032086168,0.688935
0.032199546,0.690937
0.032312925,0.692947
0.032426304,0.694964
0.032539683,0.696989
0.032653061,0.699022
0.032766440,0.701061
0.032879819,0.703108
0.032993197,0.705161
0.033106576,0.707220
0.033219955,0.709286
0.033333333,0.711358
0.033446712,0.713435
0.033560091,0.715518
0.033673469,0.717606
0.033786848,0.719700
0.033900227,0.721798
0.034013605,0.723901
0.034126984,0.726008
0.034240363,0.728119
0.034353741,0.730235
0.034467120,0.732354
0.034580499,0.734477
0.034693878,0.736603
0.034807256,0.738733
0.034920635,0.740865
0.035034014,0.743000
0.035147392,0.745137
0.035260771,0.747277
0.035374150,0.749419
0.035487528,0.751563
0.035600907,0.753708
0.035714286,0.755855
0.035827664,0.758004
0.035941043,0.760153
0.036054422,0.762303
0.036167800,0.764454
0.036281179,0.766606
0.036394558,0.768758
0.036507937,0.770909
0.036621315,0.773061
0.036734694,0.775213
0.036848073,0.777364
0.036961451,0.779515
0.037074830,0.781665
0.037188209,0.783814
0.037301587,0.785962
0.037414966,0.788108
0.037528345,0.790253
0.037641723,0.792397
0.037755102,0.794539
0.037868481,0.796679
0.037981859,0.798817
0.038095238,0.800952
0.038208617,0.803085
0.038321995,0.805216
0.038435374,0.807344
0.038548753,0.809469
0.038662132,0.811591
0.038775510,0.813709
0.038888889,0.815825
0.039002268,0.817937
0.039115646,0.820045
0.039229025,0.822149
0.039342404,0.824250
0.039455782,0.826346
0.039569161,0.828438
0.039682540,0.830526
0.039795918,0.832609
0.039909297,0.834687
0.040022676,0.836761
0.040136054,0.838830
0.040249433,0.840894
0.040362812,0.842952
0.040476190,0.845005
0.040589569,0.847053
0.040702948,0.849096
0.040816327,0.851133
