label,4_u1_200_p(1)
time_s,envelope_detrended
0.000000000,0.086139
0.000113379,0.084305
0.000226757,0.082461
0.000340136,0.080606
0.000453515,0.078740
0.000566893,0.076864
0.000680272,0.074978
0.000793651,0.073081
0.000907029,0.071175
0.001020408,0.069258
0.001133787,0.067331
0.001247166,0.065395
0.001360544,0.063449
0.001473923,0.061494
0.001587302,0.059529
0.001700680,0.057555
0.001814059,0.055571
0.001927438,0.053578
0.002040816,0.051577
0.002154195,0.049566
0.002267574,0.047547
0.002380952,0.045519
0.002494331,0.043483
0.002607710,0.041438
0.002721088,0.039385
0.002834467,0.037324
0.002947846,0.035255
0.003061224,0.033178
0.003174603,0.031094
0.003287982,0.029001
0.003401361,0.026902
0.003514739,0.024794
0.003628118,0.022680
0.003741497,0.020559
0.003854875,0.018430
0.003968254,0.016295
0.004081633,0.014153
0.004195011,0.012004
0.004308390,0.009849
0.004421769,0.007688
0.004535147,0.005521
0.004648526,0.003347
0.004761905,0.001168
0.004875283,-0.001016
0.004988662,-0.003207
0.005102041,-0.005403
0.005215420,-0.007603
0.005328798,-0.009809
0.005442177,-0.012020
0.005555556,-0.014236
0.005668934,-0.016456
0.005782313,-0.018681
0.005895692,-0.020909
0.006009070,-0.023142
0.006122449,-0.025379
0.006235828,-0.027620
0.006349206,-0.029864
0.006462585,-0.032112
0.006575964,-0.034363
0.006689342,-0.036617
0.006802721,-0.038874
0.006916100,-0.041134
0.007029478,-0.043397
0.007142857,-0.045662
0.007256236,-0.047929
0.007369615,-0.050199
0.007482993,-0.052471
0.007596372,-0.054744
0.007709751,-0.057019
0.007823129,-0.059296
0.007936508,-0.061574
0.008049887,-0.063854
0.008163265,-0.066134
0.008276644,-0.068415
0.008390023,-0.070698
0.008503401,-0.072980
0.008616780,-0.075263
0.008730159,-0.077547
0.008843537,-0.079830
0.008956916,-0.082114
0.009070295,-0.084397
0.009183673,-0.086680
0.009297052,-0.088962
0.009410431,-0.091243
0.009523810,-0.093523
0.009637188,-0.095803
0.009750567,-0.098081
0.009863946,-0.100357
0.009977324,-0.102632
0.010090703,-0.104905
0.010204082,-0.107176
0.010317460,-0.109445
0.010430839,-0.111711
0.010544218,-0.113975
0.010657596,-0.116237
0.010770975,-0.118495
0.010884354,-0.120750
0.010997732,-0.123002
0.011111111,-0.125251
0.011224490,-0.127496
0.011337868,-0.129737
0.011451247,-0.131975
0.011564626,-0.134208
0.011678005,-0.136436
0.011791383,-0.138661
0.011904762,-0.140880
0.012018141,-0.143095
0.012131519,-0.145305
0.012244898,-0.147509
0.012358277,-0.149708
0.012471655,-0.151902
0.012585034,-0.154090
0.012698413,-0.156272
0.012811791,-0.158448
0.012925170,-0.160618
0.013038549,-0.162782
0.013151927,-0.164939
0.013265306,-0.167089
0.013378685,-0.169232
0.013492063,-0.171368
0.013605442,-0.173497
0.013718821,-0.175619
0.013832200,-0.177733
0.013945578,-0.179840
0.014058957,-0.181938
0.014172336,-0.184029
0.014285714,-0.186111
0.014399093,-0.188185
0.014512472,-0.190251
0.014625850,-0.192307
0.014739229,-0.194355
0.014852608,-0.196394
0.014965986,-0.198424
0.015079365,-0.200444
0.015192744,-0.202455
0.015306122,-0.204456
0.015419501,-0.206447
0.015532880,-0.208428
0.015646259,-0.210399
0.015759637,-0.212359
0.015873016,-0.214309
0.015986395,-0.216248
0.016099773,-0.218176
0.016213152,-0.220093
0.016326531,-0.221999
0.016439909,-0.223893
0.016553288,-0.225776
0.016666667,-0.227647
0.016780045,-0.229506
0.016893424,-0.231353
0.017006803,-0.233188
0.017120181,-0.235010
0.017233560,-0.236819
0.017346939,-0.238616
0.017460317,-0.240400
0.017573696,-0.242171
0.017687075,-0.243929
0.017800454,-0.245673
0.017913832,-0.247403
0.018027211,-0.249120
0.018140590,-0.250823
0.018253968,-0.252513
0.018367347,-0.254188
0.018480726,-0.255848
0.018594104,-0.257495
0.018707483,-0.259126
0.018820862,-0.260743
0.018934240,-0.262345
0.019047619,-0.263933
0.019160998,-0.265505
0.019274376,-0.267062
0.019387755,-0.268603
0.019501134,-0.270129
0.019614512,-0.271639
0.019727891,-0.273133
0.019841270,-0.274612
0.019954649,-0.276074
0.020068027,-0.277520
0.020181406,-0.278950
0.020294785,-0.280363
0.020408163,-0.281760
0.020521542,-0.283140
0.020634921,-0.284503
0.020748299,-0.285849
0.020861678,-0.287178
0.020975057,-0.288489
0.021088435,-0.289783
0.021201814,-0.291060
0.021315193,-0.292319
0.021428571,-0.293560
0.021541950,-0.294783
0.021655329,-0.295989
0.021768707,-0.297176
0.021882086,-0.298345
0.021995465,-0.299495
0.022108844,-0.300627
0.022222222,-0.301741
0.022335601,-0.302836
0.022448980,-0.303912
0.022562358,-0.304969
0.022675737,-0.306007
0.022789116,-0.307026
0.022902494,-0.308026
0.023015873,-0.309007
0.023129252,-0.309969
0.023242630,-0.310911
0.023356009,-0.311834
0.023469388,-0.312737
0.023582766,-0.313621
0.023696145,-0.314485
0.023809524,-0.315329
0.023922902,-0.316153
0.024036281,-0.316958
0.024149660,-0.317743
0.024263039,-0.318507
0.024376417,-0.319252
0.024489796,-0.319977
0.024603175,-0.320681
0.024716553,-0.321366
0.024829932,-0.322030
0.024943311,-0.322674
0.025056689,-0.323298
0.025170068,-0.323901
0.025283447,-0.324484
0.025396825,-0.325047
0.025510204,-0.325589
0.025623583,-0.326111
0.025736961,-0.326612
0.025850340,-0.327093
0.025963719,-0.327553
0.026077098,-0.327992
0.026190476,-0.328411
0.026303855,-0.328810
0.026417234,-0.329188
0.026530612,-0.329545
0.026643991,-0.329882
0.026757370,-0.330198
0.026870748,-0.330494
0.026984127,-0.330769
0.027097506,-0.331023
0.027210884,-0.331257
0.027324263,-0.331471
0.027437642,-0.331663
0.027551020,-0.331836
0.027664399,-0.331988
0.027777778,-0.332119
0.027891156,-0.332230
0.028004535,-0.332321
0.028117914,-0.332392
0.028231293,-0.332442
0.028344671,-0.332472
0.028458050,-0.332482
0.028571429,-0.332472
0.028684807,-0.332442
0.028798186,-0.332392
0.028911565,-0.332322
0.029024943,-0.332232
0.029138322,-0.332123
0.029251701,-0.331994
0.029365079,-0.331845
0.029478458,-0.331676
0.029591837,-0.331489
0.029705215,-0.331282
0.029818594,-0.331056
0.029931973,-0.330810
0.030045351,-0.330546
0.030158730,-0.330263
0.030272109,-0.329960
0.030385488,-0.329639
