rank,frequency_hz,magnitude_db
1,3000.000,-15.220
2,2989.000,-54.737
3,2820.000,-58.603
4,3023.500,-62.092
5,410.125,-67.178
6,3011.000,-67.438
7,2993.625,-70.867
8,2998.375,-71.391
9,411.375,-72.629
10,3004.750,-73.916
