rank,frequency_hz,magnitude_db
1,3000.000,-20.321
2,3008.250,-57.247
3,402.375,-57.725
4,2991.750,-61.935
5,180.000,-62.872
6,2820.000,-62.997
7,134.125,-63.776
8,402.125,-64.982
9,3046.875,-65.077
10,402.875,-65.716
