rank,frequency_hz,magnitude_db
1,3.375,-12.980
2,1.625,-18.603
3,6.625,-20.314
4,10.000,-22.631
5,4.500,-38.224
6,5.000,-39.223
7,8.375,-40.939
8,10.750,-41.674
9,12.375,-42.007
10,2.625,-42.311
