rank,frequency_hz,magnitude_db
1,3000.000,-15.709
2,2999.625,-25.680
3,3000.625,-27.983
4,2999.125,-29.380
5,2992.125,-31.912
6,3001.000,-34.066
7,3008.000,-38.534
8,2984.125,-43.067
9,3002.625,-43.447
10,2997.750,-47.069
