rank,frequency_hz,magnitude_db
1,3000.000,-14.472
2,3006.625,-27.616
3,2993.375,-27.677
4,3000.500,-27.833
5,2999.500,-30.293
6,3001.375,-41.273
7,3001.625,-43.118
8,2992.625,-47.837
9,2993.875,-49.552
10,2997.375,-50.387
