rank,frequency_hz,magnitude_db
1,3000.000,-20.021
2,180.000,-62.166
3,43.125,-62.430
4,2998.625,-64.739
5,2994.750,-65.762
6,3001.375,-66.657
7,387.000,-70.870
8,2820.000,-70.938
9,3005.250,-71.517
10,3010.625,-71.640
