rank,frequency_hz,magnitude_db
1,3000.000,-23.137
2,2820.000,-59.857
3,2999.625,-60.632
4,3000.375,-60.917
5,2999.000,-61.550
6,402.625,-61.685
7,3004.125,-61.844
8,180.000,-64.379
9,3001.125,-65.231
10,2995.875,-65.247
