label,5_c_140_p
time_s,raw
0.000000000,229.000000
0.000113379,-1319.500000
0.000226757,1370.500000
0.000340136,20.500000
0.000453515,-1238.000000
0.000566893,1455.000000
0.000680272,-210.000000
0.000793651,-1157.000000
0.000907029,1473.000000
0.001020408,-498.500000
0.001133787,-1093.000000
0.001247166,1420.500000
0.001360544,-784.000000
0.001473923,-988.000000
0.001587302,1462.500000
0.001700680,-927.500000
0.001814059,-777.500000
0.001927438,1515.500000
0.002040816,-1016.500000
0.002154195,-484.500000
0.002267574,1588.500000
0.002380952,-1109.000000
0.002494331,-259.500000
0.002607710,1577.500000
0.002721088,-1200.000000
0.002834467,-26.500000
0.002947846,1548.500000
0.003061224,-1344.500000
0.003174603,90.000000
0.003287982,1328.500000
0.003401361,-1583.000000
0.003514739,182.500000
0.003628118,1147.000000
0.003741497,-1657.500000
0.003854875,315.500000
0.003968254,1014.500000
0.004081633,-1665.500000
0.004195011,580.500000
0.004308390,924.000000
0.004421769,-1632.500000
0.004535147,757.000000
0.004648526,735.000000
0.004761905,-1578.500000
0.004875283,1001.000000
0.004988662,642.000000
0.005102041,-1484.500000
0.005215420,1206.500000
0.005328798,469.000000
0.005442177,-1392.500000
0.005555556,1346.000000
0.005668934,220.000000
0.005782313,-1344.000000
0.005895692,1377.500000
0.006009070,-129.000000
0.006122449,-1356.000000
0.006235828,1383.000000
0.006349206,-323.000000
0.006462585,-1167.500000
0.006575964,1527.500000
0.006689342,-500.500000
0.006802721,-1043.000000
0.006916100,1567.500000
0.007029478,-673.000000
0.007142857,-786.500000
0.007256236,1715.500000
0.007369615,-752.500000
0.007482993,-585.000000
0.007596372,1647.500000
0.007709751,-990.000000
0.007823129,-431.000000
0.007936508,1659.000000
0.008049887,-1149.500000
0.008163265,-273.500000
0.008276644,1518.500000
0.008390023,-1356.500000
0.008503401,-90.500000
0.008616780,1488.500000
0.008730159,-1450.000000
0.008843537,57.500000
0.008956916,1249.000000
0.009070295,-1699.000000
0.009183673,144.500000
0.009297052,1105.500000
0.009410431,-1713.000000
0.009523810,374.000000
0.009637188,976.000000
0.009750567,-1742.000000
0.009863946,579.500000
0.009977324,890.000000
0.010090703,-1622.000000
0.010204082,841.000000
0.010317460,745.500000
0.010430839,-1598.000000
0.010544218,983.500000
0.010657596,524.000000
0.010770975,-1563.500000
0.010884354,1167.000000
0.010997732,335.000000
0.011111111,-1496.500000
0.011224490,1234.000000
0.011337868,10.500000
0.011451247,-1435.500000
0.011564626,1382.000000
0.011678005,-118.000000
0.011791383,-1266.000000
0.011904762,1515.000000
0.012018141,-299.500000
0.012131519,-1099.000000
0.012244898,1636.500000
0.012358277,-502.000000
0.012471655,-999.500000
0.012585034,1611.500000
0.012698413,-728.000000
0.012811791,-783.500000
0.012925170,1690.000000
0.013038549,-830.500000
0.013151927,-543.500000
0.013265306,1717.000000
0.013378685,-1029.500000
0.013492063,-400.000000
0.013605442,1644.500000
0.013718821,-1185.500000
0.013832200,-206.500000
0.013945578,1529.000000
0.014058957,-1389.500000
0.014172336,-66.000000
0.014285714,1457.000000
0.014399093,-1465.500000
0.014512472,144.500000
0.014625850,1364.500000
0.014739229,-1611.500000
0.014852608,298.000000
0.014965986,1179.500000
0.015079365,-1695.500000
0.015192744,468.500000
0.015306122,1019.500000
0.015419501,-1745.500000
0.015532880,597.500000
0.015646259,752.000000
0.015759637,-1745.000000
0.015873016,806.000000
0.015986395,626.500000
0.016099773,-1667.500000
0.016213152,1002.000000
0.016326531,460.000000
0.016439909,-1567.500000
0.016553288,1215.000000
0.016666667,305.000000
0.016780045,-1451.500000
0.016893424,1332.000000
0.017006803,5.500000
0.017120181,-1438.500000
0.017233560,1393.500000
0.017346939,-228.500000
0.017460317,-1308.500000
0.017573696,1489.500000
0.017687075,-442.000000
0.017800454,-1165.500000
0.017913832,1577.500000
0.018027211,-615.000000
0.018140590,-946.500000
0.018253968,1657.000000
0.018367347,-777.500000
0.018480726,-753.500000
0.018594104,1726.500000
0.018707483,-887.500000
0.018820862,-458.000000
0.018934240,1783.000000
0.019047619,-1048.000000
0.019160998,-298.500000
0.019274376,1712.500000
0.019387755,-1220.000000
0.019501134,-53.000000
0.019614512,1653.000000
0.019727891,-1334.000000
0.019841270,113.500000
0.019954649,1527.000000
0.020068027,-1527.000000
0.020181406,180.000000
0.020294785,1317.000000
0.020408163,-1682.000000
0.020521542,308.500000
0.020634921,1085.000000
0.020748299,-1776.500000
0.020861678,550.000000
0.020975057,976.000000
0.021088435,-1697.000000
0.021201814,814.000000
0.021315193,858.000000
0.021428571,-1677.000000
0.021541950,959.000000
0.021655329,633.000000
0.021768707,-1647.500000
0.021882086,1127.000000
0.021995465,429.000000
0.022108844,-1569.000000
0.022222222,1283.000000
0.022335601,175.000000
0.022448980,-1495.000000
0.022562358,1394.000000
0.022675737,-57.000000
0.022789116,-1429.000000
0.022902494,1477.000000
0.023015873,-331.000000
0.023129252,-1339.500000
0.023242630,1533.000000
0.023356009,-560.500000
0.023469388,-1155.000000
0.023582766,1606.000000
0.023696145,-755.500000
0.023809524,-945.500000
0.023922902,1694.500000
0.024036281,-885.000000
0.024149660,-678.500000
0.024263039,1771.000000
0.024376417,-970.000000
0.024489796,-410.500000
0.024603175,1761.500000
0.024716553,-1175.000000
0.024829932,-281.000000
0.024943311,1649.000000
0.025056689,-1419.500000
0.025170068,-126.000000
0.025283447,1514.000000
0.025396825,-1545.000000
0.025510204,56.500000
0.025623583,1405.500000
0.025736961,-1666.500000
0.025850340,297.000000
0.025963719,1298.000000
0.026077098,-1712.000000
0.026190476,502.500000
0.026303855,1122.000000
0.026417234,-1741.000000
0.026530612,719.000000
0.026643991,978.000000
0.026757370,-1722.500000
0.026870748,911.500000
0.026984127,793.500000
0.027097506,-1701.000000
0.027210884,1092.000000
0.027324263,593.500000
0.027437642,-1618.000000
0.027551020,1266.000000
0.027664399,350.000000
0.027777778,-1556.500000
0.027891156,1418.500000
0.028004535,103.000000
0.028117914,-1518.500000
0.028231293,1440.500000
0.028344671,-228.000000
0.028458050,-1451.500000
0.028571429,1540.000000
0.028684807,-442.500000
0.028798186,-1252.500000
0.028911565,1653.500000
0.029024943,-608.500000
0.029138322,-999.000000
0.029251701,1808.500000
0.029365079,-774.500000
0.029478458,-822.000000
0.029591837,1735.000000
0.029705215,-1091.000000
0.029818594,-666.000000
0.029931973,1766.000000
0.030045351,-1167.000000
0.030158730,-362.000000
0.030272109,1764.500000
0.030385488,-1366.500000
0.030498866,-219.500000
0.030612245,1645.500000
0.030725624,-1515.000000
0.030839002,18.000000
0.030952381,1540.500000
0.031065760,-1715.000000
0.031179138,118.000000
0.031292517,1319.000000
0.031405896,-1803.500000
0.031519274,413.000000
0.031632653,1264.000000
0.031746032,-1833.000000
0.031859410,584.500000
0.031972789,1060.000000
0.032086168,-1807.000000
0.032199546,916.500000
0.032312925,1014.000000
0.032426304,-1718.500000
0.032539683,1059.000000
0.032653061,640.000000
0.032766440,-1800.500000
0.032879819,1188.500000
0.032993197,430.000000
0.033106576,-1719.000000
0.033219955,1337.000000
0.033333333,127.500000
0.033446712,-1691.000000
0.033560091,1483.000000
0.033673469,-52.000000
0.033786848,-1457.500000
0.033900227,1655.000000
0.034013605,-287.000000
0.034126984,-1348.500000
0.034240363,1720.000000
0.034353741,-524.500000
0.034467120,-1127.500000
0.034580499,1889.000000
0.034693878,-691.000000
0.034807256,-931.500000
0.034920635,1852.500000
0.035034014,-956.000000
0.035147392,-725.000000
0.035260771,1892.500000
0.035374150,-1126.000000
0.035487528,-497.000000
0.035600907,1835.000000
0.035714286,-1369.000000
0.035827664,-305.500000
0.035941043,1742.000000
0.036054422,-1601.500000
0.036167800,-162.500000
0.036281179,1564.500000
0.036394558,-1800.000000
0.036507937,53.500000
0.036621315,1502.000000
0.036734694,-1823.500000
0.036848073,357.500000
0.036961451,1362.000000
0.037074830,-1895.000000
0.037188209,562.500000
0.037301587,1220.000000
0.037414966,-1906.500000
0.037528345,796.500000
0.037641723,984.000000
0.037755102,-1927.000000
0.037868481,1002.500000
0.037981859,815.000000
0.038095238,-1845.000000
0.038208617,1249.000000
0.038321995,602.500000
0.038435374,-1771.500000
0.038548753,1401.000000
0.038662132,282.000000
0.038775510,-1709.500000
0.038888889,1541.000000
0.039002268,6.000000
0.039115646,-1638.500000
0.039229025,1590.000000
0.039342404,-227.000000
0.039455782,-1431.500000
0.039569161,1815.500000
0.039682540,-413.000000
0.039795918,-1211.500000
0.039909297,1947.500000
0.040022676,-588.500000
0.040136054,-942.500000
0.040249433,2011.000000
0.040362812,-807.500000
0.040476190,-780.000000
0.040589569,1951.500000
0.040702948,-1107.000000
0.040816327,-615.000000
0.040929705,1881.000000
0.041043084,-1384.000000
0.041156463,-462.500000
0.041269841,1779.000000
0.041383220,-1583.500000
0.041496599,-199.500000
0.041609977,1730.000000
0.041723356,-1681.000000
0.041836735,27.500000
0.041950113,1612.000000
0.042063492,-1844.500000
0.042176871,308.000000
0.042290249,1545.000000
0.042403628,-1831.000000
0.042517007,564.000000
0.042630385,1320.500000
0.042743764,-1959.000000
0.042857143,729.500000
0.042970522,1116.500000
0.043083900,-1939.000000
0.043197279,965.000000
0.043310658,903.000000
0.043424036,-1969.000000
0.043537415,1100.500000
0.043650794,600.000000
0.043764172,-1958.500000
0.043877551,1288.500000
0.043990930,325.500000
0.044104308,-1910.500000
0.044217687,1375.500000
0.044331066,47.000000
0.044444444,-1752.000000
0.044557823,1618.500000
0.044671202,-111.000000
0.044784580,-1546.000000
0.044897959,1740.000000
0.045011338,-403.500000
0.045124717,-1432.500000
0.045238095,1851.500000
0.045351474,-592.000000
0.045464853,-1155.500000
0.045578231,1958.000000
0.045691610,-783.000000
0.045804989,-928.500000
0.045918367,2002.000000
0.046031746,-1012.500000
0.046145125,-670.500000
0.046258503,2018.000000
0.046371882,-1222.500000
0.046485261,-505.500000
0.046598639,1880.000000
0.046712018,-1504.500000
0.046825397,-336.500000
0.046938776,1783.500000
0.047052154,-1668.000000
0.047165533,-68.000000
0.047278912,1693.000000
0.047392290,-1776.500000
0.047505669,215.500000
0.047619048,1641.000000
0.047732426,-1817.500000
0.047845805,546.500000
0.047959184,1541.500000
0.048072562,-1882.500000
0.048185941,723.500000
0.048299320,1283.000000
0.048412698,-1980.500000
0.048526077,863.500000
0.048639456,991.500000
0.048752834,-2069.000000
0.048866213,962.000000
0.048979592,628.500000
0.049092971,-2092.000000
0.049206349,1145.500000
0.049319728,450.500000
0.049433107,-1919.500000
0.049546485,1395.000000
0.049659864,238.500000
0.049773243,-1790.000000
0.049886621,1629.000000
0.050000000,70.500000
0.050113379,-1590.000000
0.050226757,1791.500000
0.050340136,-191.500000
0.050453515,-1478.000000
0.050566893,1838.500000
0.050680272,-474.500000
0.050793651,-1304.000000
0.050907029,1959.000000
0.051020408,-715.500000
0.051133787,-1087.000000
0.051247166,1968.000000
0.051360544,-958.000000
0.051473923,-869.000000
0.051587302,1933.000000
0.051700680,-1264.000000
0.051814059,-701.000000
0.051927438,1891.000000
0.052040816,-1421.500000
0.052154195,-389.000000
0.052267574,1869.500000
0.052380952,-1555.000000
0.052494331,-126.000000
0.052607710,1810.500000
0.052721088,-1673.000000
0.052834467,159.000000
0.052947846,1707.500000
0.053061224,-1846.500000
0.053174603,284.000000
0.053287982,1445.500000
0.053401361,-1971.000000
0.053514739,598.000000
0.053628118,1378.500000
0.053741497,-1941.000000
0.053854875,827.500000
0.053968254,1130.000000
0.054081633,-1988.000000
0.054195011,1039.000000
0.054308390,917.000000
0.054421769,-1931.000000
0.054535147,1154.500000
0.054648526,543.500000
0.054761905,-2060.500000
0.054875283,1254.000000
0.054988662,272.500000
0.055102041,-1896.500000
0.055215420,1478.000000
0.055328798,21.500000
0.055442177,-1788.500000
0.055555556,1652.500000
0.055668934,-76.000000
0.055782313,-1409.000000
0.055895692,1941.000000
0.056009070,-274.500000
0.056122449,-1312.000000
0.056235828,1901.000000
0.056349206,-609.000000
0.056462585,-1109.000000
0.056575964,1970.500000
0.056689342,-863.500000
0.056802721,-989.000000
0.056916100,1860.500000
0.057029478,-1169.000000
0.057142857,-786.500000
0.057256236,1881.000000
0.057369615,-1344.000000
0.057482993,-515.000000
