rank,frequency_hz,magnitude_db
1,3000.000,-22.272
2,2996.375,-33.824
3,3003.625,-35.702
4,3000.750,-59.478
5,2999.250,-60.282
6,2992.750,-60.755
7,2820.000,-61.221
8,3001.500,-61.515
9,180.000,-62.466
10,3002.250,-63.288
