rank,frequency_hz,magnitude_db
1,3000.000,-12.166
2,3008.000,-21.673
3,2992.000,-27.439
4,2999.625,-42.716
5,390.500,-46.908
6,1367.125,-47.919
7,389.250,-49.131
8,3016.000,-49.154
9,1363.500,-49.181
10,388.875,-49.412
