rank,frequency_hz,magnitude_db
1,3000.000,-25.694
2,3002.125,-49.614
3,411.625,-53.198
4,2995.750,-55.055
5,2997.875,-55.080
6,180.000,-57.076
7,2999.000,-57.678
8,412.500,-61.389
9,122.500,-61.996
10,124.375,-62.148
