rank,frequency_hz,magnitude_db
1,3000.000,-25.228
2,2995.000,-35.466
3,3005.000,-38.048
4,3010.125,-49.755
5,2993.250,-57.743
6,54.625,-58.264
7,2998.375,-60.087
8,2989.875,-61.359
9,3006.750,-62.295
10,3001.625,-62.854
