rank,frequency_hz,magnitude_db
1,3000.000,-23.518
2,383.500,-51.399
3,383.000,-58.963
4,381.875,-61.469
5,382.625,-62.494
6,381.500,-63.016
7,2820.000,-63.515
8,1342.500,-64.083
9,1341.750,-64.345
10,382.125,-64.599
