rank,frequency_hz,magnitude_db
1,2.625,-13.355
2,10.625,-23.392
3,5.250,-23.437
4,21.125,-25.272
5,8.000,-35.292
6,15.875,-35.377
7,3.750,-38.307
8,5.875,-38.489
9,3.000,-38.641
10,8.250,-39.028
