rank,frequency_hz,magnitude_db
1,9.125,-14.048
2,2.250,-16.783
3,18.250,-28.141
4,6.875,-28.404
5,13.625,-30.230
6,11.375,-31.554
7,4.500,-36.374
8,4.000,-38.044
9,1.250,-38.754
10,5.250,-39.837
