rank,frequency_hz,magnitude_db
1,3000.000,-15.896
2,2993.875,-46.145
3,3006.125,-47.185
4,3002.000,-56.352
5,2820.000,-57.384
6,398.250,-58.662
7,3023.375,-60.442
8,3004.125,-63.117
9,2995.875,-64.988
10,2998.000,-65.094
