rank,frequency_hz,magnitude_db
1,6.625,-23.994
2,1.625,-32.190
3,13.125,-32.322
4,9.875,-36.797
5,3.250,-40.988
6,5.750,-41.976
7,8.250,-42.067
8,3.750,-42.429
9,4.000,-42.516
10,2.125,-42.948
