rank,frequency_hz,magnitude_db
1,3000.000,-22.343
2,53.500,-61.993
3,180.000,-65.083
4,2820.000,-65.672
5,2993.375,-67.066
6,3046.875,-67.125
7,3006.625,-68.293
8,2998.375,-69.002
9,428.625,-72.645
10,425.625,-72.993
