rank,frequency_hz,magnitude_db
1,2.750,-12.161
2,8.250,-20.452
3,5.500,-21.577
4,4.125,-30.375
5,6.875,-34.222
6,1.375,-37.149
7,13.625,-37.502
8,10.875,-41.851
9,1.750,-44.826
10,9.500,-49.988
