rank,frequency_hz,magnitude_db
1,13.750,-15.495
2,7.875,-25.658
3,2.000,-26.556
4,5.875,-30.683
5,23.500,-30.868
6,9.750,-33.469
7,11.750,-38.826
8,3.875,-40.441
9,13.250,-40.837
10,15.625,-41.509
