rank,frequency_hz,magnitude_db
1,3000.000,-14.902
2,2986.250,-55.444
3,380.625,-58.245
4,381.750,-58.702
5,381.000,-58.967
6,379.750,-61.683
7,2820.000,-61.756
8,382.625,-62.133
9,3023.375,-62.655
10,380.125,-63.077
