rank,frequency_hz,magnitude_db
1,3000.000,-19.233
2,3004.125,-37.559
3,2995.875,-42.737
4,3001.375,-43.311
5,2998.625,-54.540
6,3000.625,-56.316
7,180.000,-57.108
8,398.875,-57.773
9,2820.000,-57.989
10,2997.250,-58.274
