rank,frequency_hz,magnitude_db
1,10.500,-8.822
2,21.000,-25.703
3,2.625,-27.230
4,5.250,-30.711
5,13.125,-36.682
6,7.875,-39.914
7,15.625,-51.016
8,8.375,-52.091
9,1.250,-52.429
10,6.750,-52.707
