rank,frequency_hz,magnitude_db
1,13.250,-7.303
2,8.000,-39.267
3,2.625,-40.200
4,10.625,-40.276
5,5.375,-40.468
6,26.625,-45.043
7,9.500,-47.828
8,11.375,-48.390
9,6.875,-49.415
10,1.875,-49.673
