rank,frequency_hz,magnitude_db
1,3000.000,-19.553
2,3006.750,-31.436
3,2993.250,-36.832
4,54.625,-50.773
5,2986.625,-52.364
6,3001.625,-54.322
7,2820.000,-55.100
8,2998.375,-56.767
9,2996.625,-57.103
10,3003.375,-59.699
