time_s,envelope
0.000000000,1.288590
0.000113379,1.294271
0.000226757,1.299954
0.000340136,1.305639
0.000453515,1.311324
0.000566893,1.317009
0.000680272,1.322692
0.000793651,1.328372
0.000907029,1.334049
0.001020408,1.339722
0.001133787,1.345389
0.001247166,1.351049
0.001360544,1.356703
0.001473923,1.362349
0.001587302,1.367986
0.001700680,1.373613
0.001814059,1.379230
0.001927438,1.384836
0.002040816,1.390431
0.002154195,1.396012
0.002267574,1.401580
0.002380952,1.407135
0.002494331,1.412675
0.002607710,1.418199
0.002721088,1.423708
0.002834467,1.429200
0.002947846,1.434675
0.003061224,1.440132
0.003174603,1.445572
0.003287982,1.450992
0.003401361,1.456394
0.003514739,1.461775
0.003628118,1.467137
0.003741497,1.472477
0.003854875,1.477797
0.003968254,1.483095
0.004081633,1.488371
0.004195011,1.493625
0.004308390,1.498856
0.004421769,1.504064
0.004535147,1.509248
0.004648526,1.514409
0.004761905,1.519545
0.004875283,1.524657
0.004988662,1.529744
0.005102041,1.534806
0.005215420,1.539843
0.005328798,1.544854
0.005442177,1.549839
0.005555556,1.554798
0.005668934,1.559730
0.005782313,1.564636
0.005895692,1.569515
0.006009070,1.574367
0.006122449,1.579192
0.006235828,1.583990
0.006349206,1.588759
0.006462585,1.593501
0.006575964,1.598216
0.006689342,1.602902
0.006802721,1.607560
0.006916100,1.612190
0.007029478,1.616792
0.007142857,1.621365
0.007256236,1.625910
0.007369615,1.630427
0.007482993,1.634914
0.007596372,1.639374
0.007709751,1.643804
0.007823129,1.648206
0.007936508,1.652580
0.008049887,1.656924
0.008163265,1.661240
0.008276644,1.665527
0.008390023,1.669786
0.008503401,1.674016
0.008616780,1.678217
0.008730159,1.682389
0.008843537,1.686533
0.008956916,1.690649
0.009070295,1.694735
0.009183673,1.698794
0.009297052,1.702824
0.009410431,1.706825
0.009523810,1.710799
0.009637188,1.714744
0.009750567,1.718661
0.009863946,1.722550
0.009977324,1.726411
0.010090703,1.730243
0.010204082,1.734049
0.010317460,1.737826
0.010430839,1.741576
0.010544218,1.745298
0.010657596,1.748993
0.010770975,1.752660
0.010884354,1.756300
0.010997732,1.759913
0.011111111,1.763499
0.011224490,1.767058
0.011337868,1.770591
0.011451247,1.774097
0.011564626,1.777576
0.011678005,1.781030
0.011791383,1.784456
0.011904762,1.787857
0.012018141,1.791232
0.012131519,1.794582
0.012244898,1.797906
0.012358277,1.801204
0.012471655,1.804478
0.012585034,1.807726
0.012698413,1.810949
0.012811791,1.814148
0.012925170,1.817322
0.013038549,1.820472
0.013151927,1.823597
0.013265306,1.826699
0.013378685,1.829777
0.013492063,1.832831
0.013605442,1.835862
0.013718821,1.838869
0.013832200,1.841853
0.013945578,1.844814
0.014058957,1.847753
0.014172336,1.850669
0.014285714,1.853563
0.014399093,1.856435
0.014512472,1.859284
0.014625850,1.862112
0.014739229,1.864918
0.014852608,1.867703
0.014965986,1.870466
0.015079365,1.873209
0.015192744,1.875931
0.015306122,1.878632
0.015419501,1.881312
0.015532880,1.883973
0.015646259,1.886613
0.015759637,1.889233
0.015873016,1.891834
0.015986395,1.894415
0.016099773,1.896977
0.016213152,1.899520
0.016326531,1.902044
0.016439909,1.904549
0.016553288,1.907036
0.016666667,1.909504
0.016780045,1.911954
0.016893424,1.914386
0.017006803,1.916800
0.017120181,1.919197
0.017233560,1.921576
0.017346939,1.923938
0.017460317,1.926282
0.017573696,1.928610
0.017687075,1.930921
0.017800454,1.933215
0.017913832,1.935494
0.018027211,1.937755
0.018140590,1.940001
0.018253968,1.942232
0.018367347,1.944446
0.018480726,1.946645
0.018594104,1.948829
0.018707483,1.950998
0.018820862,1.953151
0.018934240,1.955291
0.019047619,1.957415
0.019160998,1.959525
0.019274376,1.961622
0.019387755,1.963704
0.019501134,1.965772
0.019614512,1.967827
0.019727891,1.969868
0.019841270,1.971896
0.019954649,1.973911
0.020068027,1.975913
0.020181406,1.977903
0.020294785,1.979879
0.020408163,1.981844
0.020521542,1.983796
0.020634921,1.985735
0.020748299,1.987663
0.020861678,1.989579
0.020975057,1.991484
0.021088435,1.993377
0.021201814,1.995258
0.021315193,1.997129
0.021428571,1.998988
0.021541950,2.000836
0.021655329,2.002674
0.021768707,2.004501
0.021882086,2.006317
0.021995465,2.008123
0.022108844,2.009919
0.022222222,2.011705
0.022335601,2.013481
0.022448980,2.015247
0.022562358,2.017003
0.022675737,2.018749
0.022789116,2.020486
0.022902494,2.022214
0.023015873,2.023932
0.023129252,2.025642
0.023242630,2.027342
0.023356009,2.029034
0.023469388,2.030716
0.023582766,2.032391
0.023696145,2.034056
0.023809524,2.035713
0.023922902,2.037362
0.024036281,2.039003
0.024149660,2.040636
0.024263039,2.042260
0.024376417,2.043877
0.024489796,2.045486
0.024603175,2.047087
0.024716553,2.048681
0.024829932,2.050267
0.024943311,2.051847
0.025056689,2.053418
0.025170068,2.054982
0.025283447,2.056540
0.025396825,2.058089
0.025510204,2.059633
0.025623583,2.061169
0.025736961,2.062698
0.025850340,2.064221
0.025963719,2.065737
0.026077098,2.067246
0.026190476,2.068749
0.026303855,2.070245
0.026417234,2.071734
0.026530612,2.073218
0.026643991,2.074695
0.026757370,2.076165
0.026870748,2.077630
0.026984127,2.079088
0.027097506,2.080540
0.027210884,2.081986
0.027324263,2.083426
0.027437642,2.084860
0.027551020,2.086287
0.027664399,2.087709
0.027777778,2.089126
0.027891156,2.090536
0.028004535,2.091941
0.028117914,2.093340
0.028231293,2.094733
0.028344671,2.096120
0.028458050,2.097502
0.028571429,2.098879
0.028684807,2.100250
0.028798186,2.101615
0.028911565,2.102975
0.029024943,2.104329
0.029138322,2.105678
0.029251701,2.107022
0.029365079,2.108360
0.029478458,2.109692
0.029591837,2.111020
0.029705215,2.112342
0.029818594,2.113659
0.029931973,2.114971
0.030045351,2.116277
0.030158730,2.117579
0.030272109,2.118875
0.030385488,2.120166
0.030498866,2.121452
0.030612245,2.122732
0.030725624,2.124008
0.030839002,2.125278
0.030952381,2.126544
0.031065760,2.127804
0.031179138,2.129059
0.031292517,2.130309
0.031405896,2.131554
0.031519274,2.132793
0.031632653,2.134028
0.031746032,2.135258
0.031859410,2.136482
0.031972789,2.137702
0.032086168,2.138916
0.032199546,2.140125
0.032312925,2.141329
0.032426304,2.142528
0.032539683,2.143722
0.032653061,2.144910
0.032766440,2.146093
0.032879819,2.147272
0.032993197,2.148445
0.033106576,2.149612
0.033219955,2.150775
0.033333333,2.151932
0.033446712,2.153084
0.033560091,2.154231
0.033673469,2.155373
0.033786848,2.156509
0.033900227,2.157640
0.034013605,2.158765
0.034126984,2.159885
0.034240363,2.161000
0.034353741,2.162109
0.034467120,2.163213
0.034580499,2.164312
0.034693878,2.165405
0.034807256,2.166492
0.034920635,2.167574
0.035034014,2.168650
0.035147392,2.169721
0.035260771,2.170787
0.035374150,2.171847
0.035487528,2.172901
0.035600907,2.173949
0.035714286,2.174992
0.035827664,2.176029
0.035941043,2.177060
0.036054422,2.178085
0.036167800,2.179105
0.036281179,2.180119
0.036394558,2.181127
0.036507937,2.182129
0.036621315,2.183125
0.036734694,2.184114
0.036848073,2.185098
0.036961451,2.186076
0.037074830,2.187048
0.037188209,2.188014
0.037301587,2.188973
0.037414966,2.189926
0.037528345,2.190873
0.037641723,2.191814
0.037755102,2.192748
0.037868481,2.193676
0.037981859,2.194597
0.038095238,2.195512
0.038208617,2.196420
0.038321995,2.197322
0.038435374,2.198218
0.038548753,2.199106
0.038662132,2.199988
0.038775510,2.200864
0.038888889,2.201732
0.039002268,2.202594
0.039115646,2.203449
0.039229025,2.204297
0.039342404,2.205138
0.039455782,2.205972
0.039569161,2.206799
0.039682540,2.207619
0.039795918,2.208432
0.039909297,2.209238
0.040022676,2.210037
0.040136054,2.210828
0.040249433,2.211612
0.040362812,2.212389
0.040476190,2.213159
0.040589569,2.213921
0.040702948,2.214676
0.040816327,2.215424
0.040929705,2.216164
0.041043084,2.216897
0.041156463,2.217623
0.041269841,2.218341
0.041383220,2.219051
0.041496599,2.219754
0.041609977,2.220450
0.041723356,2.221138
0.041836735,2.221818
0.041950113,2.222491
0.042063492,2.223155
0.042176871,2.223813
0.042290249,2.224463
0.042403628,2.225105
0.042517007,2.225739
0.042630385,2.226366
0.042743764,2.226985
0.042857143,2.227596
0.042970522,2.228199
0.043083900,2.228795
0.043197279,2.229383
0.043310658,2.229963
0.043424036,2.230536
0.043537415,2.231100
0.043650794,2.231657
0.043764172,2.232206
0.043877551,2.232747
0.043990930,2.233280
0.044104308,2.233805
0.044217687,2.234322
0.044331066,2.234832
0.044444444,2.235333
0.044557823,2.235827
0.044671202,2.236313
0.044784580,2.236791
0.044897959,2.237262
0.045011338,2.237724
0.045124717,2.238179
0.045238095,2.238626
0.045351474,2.239065
0.045464853,2.239496
0.045578231,2.239919
0.045691610,2.240335
0.045804989,2.240743
0.045918367,2.241143
0.046031746,2.241536
0.046145125,2.241921
0.046258503,2.242298
0.046371882,2.242668
0.046485261,2.243030
0.046598639,2.243384
0.046712018,2.243731
0.046825397,2.244071
0.046938776,2.244403
0.047052154,2.244727
0.047165533,2.245045
0.047278912,2.245354
0.047392290,2.245656
0.047505669,2.245951
0.047619048,2.246239
0.047732426,2.246519
0.047845805,2.246792
0.047959184,2.247058
0.048072562,2.247316
0.048185941,2.247568
0.048299320,2.247812
0.048412698,2.248049
0.048526077,2.248278
0.048639456,2.248501
0.048752834,2.248716
0.048866213,2.248925
0.048979592,2.249126
0.049092971,2.249321
0.049206349,2.249508
0.049319728,2.249689
0.049433107,2.249862
0.049546485,2.250029
0.049659864,2.250189
0.049773243,2.250342
0.049886621,2.250488
0.050000000,2.250627
0.050113379,2.250759
0.050226757,2.250885
0.050340136,2.251004
0.050453515,2.251116
0.050566893,2.251222
0.050680272,2.251321
0.050793651,2.251413
0.050907029,2.251499
0.051020408,2.251578
0.051133787,2.251651
0.051247166,2.251717
0.051360544,2.251777
0.051473923,2.251830
0.051587302,2.251877
0.051700680,2.251918
0.051814059,2.251952
0.051927438,2.251980
0.052040816,2.252002
0.052154195,2.252017
0.052267574,2.252027
0.052380952,2.252030
0.052494331,2.252027
0.052607710,2.252018
0.052721088,2.252003
0.052834467,2.251982
0.052947846,2.251956
0.053061224,2.251923
0.053174603,2.251884
0.053287982,2.251840
0.053401361,2.251789
0.053514739,2.251733
0.053628118,2.251671
0.053741497,2.251603
0.053854875,2.251530
0.053968254,2.251451
0.054081633,2.251366
0.054195011,2.251275
0.054308390,2.251179
0.054421769,2.251077
0.054535147,2.250969
0.054648526,2.250856
0.054761905,2.250738
0.054875283,2.250614
0.054988662,2.250484
0.055102041,2.250349
0.055215420,2.250209
0.055328798,2.250063
0.055442177,2.249912
0.055555556,2.249755
0.055668934,2.249593
0.055782313,2.249426
0.055895692,2.249254
0.056009070,2.249076
0.056122449,2.248893
0.056235828,2.248705
0.056349206,2.248513
0.056462585,2.248314
0.056575964,2.248111
0.056689342,2.247903
0.056802721,2.247690
0.056916100,2.247472
0.057029478,2.247249
0.057142857,2.247021
0.057256236,2.246789
0.057369615,2.246551
0.057482993,2.246309
0.057596372,2.246062
0.057709751,2.245811
0.057823129,2.245554
0.057936508,2.245294
0.058049887,2.245028
0.058163265,2.244758
0.058276644,2.244484
0.058390023,2.244205
0.058503401,2.243922
0.058616780,2.243634
0.058730159,2.243343
0.058843537,2.243047
0.058956916,2.242746
0.059070295,2.242442
0.059183673,2.242133
0.059297052,2.241821
0.059410431,2.241503
0.059523810,2.241183
0.059637188,2.240858
0.059750567,2.240529
0.059863946,2.240196
0.059977324,2.239859
0.060090703,2.239519
0.060204082,2.239174
0.060317460,2.238826
0.060430839,2.238474
0.060544218,2.238118
0.060657596,2.237759
0.060770975,2.237396
0.060884354,2.237029
0.060997732,2.236658
0.061111111,2.236284
0.061224490,2.235906
0.061337868,2.235525
0.061451247,2.235140
0.061564626,2.234752
0.061678005,2.234360
0.061791383,2.233965
0.061904762,2.233567
0.062018141,2.233165
0.062131519,2.232759
0.062244898,2.232351
0.062358277,2.231939
0.062471655,2.231524
0.062585034,2.231105
0.062698413,2.230684
0.062811791,2.230259
0.062925170,2.229831
0.063038549,2.229400
0.063151927,2.228966
0.063265306,2.228528
0.063378685,2.228088
0.063492063,2.227645
0.063605442,2.227198
0.063718821,2.226749
0.063832200,2.226297
0.063945578,2.225842
