time_s,trend
0.000000000,1.611936
0.000113379,1.612088
0.000226757,1.612240
0.000340136,1.612392
0.000453515,1.612545
0.000566893,1.612697
0.000680272,1.612849
0.000793651,1.613001
0.000907029,1.613153
0.001020408,1.613305
0.001133787,1.613457
0.001247166,1.613608
0.001360544,1.613760
0.001473923,1.613912
0.001587302,1.614064
0.001700680,1.614216
0.001814059,1.614368
0.001927438,1.614519
0.002040816,1.614671
0.002154195,1.614822
0.002267574,1.614974
0.002380952,1.615125
0.002494331,1.615277
0.002607710,1.615428
0.002721088,1.615580
0.002834467,1.615731
0.002947846,1.615883
0.003061224,1.616034
0.003174603,1.616185
0.003287982,1.616336
0.003401361,1.616487
0.003514739,1.616638
0.003628118,1.616789
0.003741497,1.616940
0.003854875,1.617092
0.003968254,1.617243
0.004081633,1.617393
0.004195011,1.617544
0.004308390,1.617695
0.004421769,1.617846
0.004535147,1.617997
0.004648526,1.618147
0.004761905,1.618298
0.004875283,1.618449
0.004988662,1.618599
0.005102041,1.618750
0.005215420,1.618900
0.005328798,1.619051
0.005442177,1.619201
0.005555556,1.619352
0.005668934,1.619502
0.005782313,1.619652
0.005895692,1.619803
0.006009070,1.619953
0.006122449,1.620103
0.006235828,1.620253
0.006349206,1.620403
0.006462585,1.620553
0.006575964,1.620703
0.006689342,1.620853
0.006802721,1.621003
0.006916100,1.621153
0.007029478,1.621303
0.007142857,1.621452
0.007256236,1.621602
0.007369615,1.621752
0.007482993,1.621901
0.007596372,1.622051
0.007709751,1.622201
0.007823129,1.622350
0.007936508,1.622500
0.008049887,1.622649
0.008163265,1.622798
0.008276644,1.622948
0.008390023,1.623097
0.008503401,1.623246
0.008616780,1.623395
0.008730159,1.623545
0.008843537,1.623694
0.008956916,1.623843
0.009070295,1.623992
0.009183673,1.624141
0.009297052,1.624290
0.009410431,1.624439
0.009523810,1.624587
0.009637188,1.624736
0.009750567,1.624885
0.009863946,1.625034
0.009977324,1.625182
0.010090703,1.625331
0.010204082,1.625479
0.010317460,1.625628
0.010430839,1.625776
0.010544218,1.625925
0.010657596,1.626073
0.010770975,1.626221
0.010884354,1.626370
0.010997732,1.626518
0.011111111,1.626666
0.011224490,1.626814
0.011337868,1.626962
0.011451247,1.627110
0.011564626,1.627258
0.011678005,1.627406
0.011791383,1.627554
0.011904762,1.627702
0.012018141,1.627850
0.012131519,1.627998
0.012244898,1.628145
0.012358277,1.628293
0.012471655,1.628440
0.012585034,1.628588
0.012698413,1.628735
0.012811791,1.628883
0.012925170,1.629030
0.013038549,1.629178
0.013151927,1.629325
0.013265306,1.629472
0.013378685,1.629619
0.013492063,1.629766
0.013605442,1.629913
0.013718821,1.630061
0.013832200,1.630207
0.013945578,1.630355
0.014058957,1.630501
0.014172336,1.630648
0.014285714,1.630795
0.014399093,1.630942
0.014512472,1.631088
0.014625850,1.631235
0.014739229,1.631382
0.014852608,1.631528
0.014965986,1.631675
0.015079365,1.631821
0.015192744,1.631967
0.015306122,1.632114
0.015419501,1.632260
0.015532880,1.632406
0.015646259,1.632552
0.015759637,1.632698
0.015873016,1.632844
0.015986395,1.632990
0.016099773,1.633136
0.016213152,1.633282
0.016326531,1.633428
0.016439909,1.633574
0.016553288,1.633720
0.016666667,1.633865
0.016780045,1.634011
0.016893424,1.634156
0.017006803,1.634302
0.017120181,1.634448
0.017233560,1.634593
0.017346939,1.634738
0.017460317,1.634884
0.017573696,1.635029
0.017687075,1.635174
0.017800454,1.635319
0.017913832,1.635464
0.018027211,1.635609
0.018140590,1.635754
0.018253968,1.635899
0.018367347,1.636044
0.018480726,1.636189
0.018594104,1.636334
0.018707483,1.636478
0.018820862,1.636623
0.018934240,1.636768
0.019047619,1.636912
0.019160998,1.637057
0.019274376,1.637201
