rank,frequency_hz,magnitude_db
1,2.250,-20.572
2,4.500,-24.442
3,6.750,-28.054
4,18.125,-28.239
5,9.000,-28.418
6,11.250,-32.316
7,15.875,-33.029
8,13.500,-35.662
9,5.875,-40.071
10,7.250,-40.284
