rank,frequency_hz,magnitude_db
1,3000.000,-21.216
2,43.875,-57.491
3,3002.750,-58.139
4,2998.625,-63.106
5,2994.625,-65.480
6,3008.125,-67.121
7,180.000,-67.198
8,2997.250,-67.634
9,3001.375,-67.794
10,131.500,-68.322
