rank,frequency_hz,magnitude_db
1,3000.000,-18.973
2,3007.000,-37.257
3,2993.000,-38.428
4,2985.875,-43.323
5,3002.375,-46.324
6,3014.125,-47.424
7,2990.625,-51.223
8,76.375,-51.876
9,3007.375,-52.140
10,2997.625,-54.528
