label,6_c_220_p
time_s,envelope
0.000000000,10.748742
0.000113379,10.748920
0.000226757,10.749079
0.000340136,10.749215
0.000453515,10.749330
0.000566893,10.749423
0.000680272,10.749496
0.000793651,10.749548
0.000907029,10.749578
0.001020408,10.749586
0.001133787,10.749574
0.001247166,10.749539
0.001360544,10.749484
0.001473923,10.749406
0.001587302,10.749308
0.001700680,10.749187
0.001814059,10.749046
0.001927438,10.748884
0.002040816,10.748699
0.002154195,10.748492
0.002267574,10.748265
0.002380952,10.748017
0.002494331,10.747746
0.002607710,10.747455
0.002721088,10.747142
0.002834467,10.746806
0.002947846,10.746450
0.003061224,10.746074
0.003174603,10.745675
0.003287982,10.745255
0.003401361,10.744813
0.003514739,10.744350
0.003628118,10.743868
0.003741497,10.743362
0.003854875,10.742836
0.003968254,10.742290
0.004081633,10.741722
0.004195011,10.741134
0.004308390,10.740524
0.004421769,10.739894
0.004535147,10.739244
0.004648526,10.738572
0.004761905,10.737881
0.004875283,10.737168
0.004988662,10.736435
0.005102041,10.735682
0.005215420,10.734909
0.005328798,10.734116
0.005442177,10.733303
0.005555556,10.732470
0.005668934,10.731616
0.005782313,10.730743
0.005895692,10.729852
0.006009070,10.728939
0.006122449,10.728008
0.006235828,10.727058
0.006349206,10.726089
0.006462585,10.725101
0.006575964,10.724093
0.006689342,10.723069
0.006802721,10.722025
0.006916100,10.720963
0.007029478,10.719882
0.007142857,10.718784
0.007256236,10.717668
0.007369615,10.716535
0.007482993,10.715384
0.007596372,10.714215
0.007709751,10.713030
0.007823129,10.711827
0.007936508,10.710609
0.008049887,10.709374
0.008163265,10.708122
0.008276644,10.706856
0.008390023,10.705572
0.008503401,10.704274
0.008616780,10.702960
0.008730159,10.701632
0.008843537,10.700288
0.008956916,10.698929
0.009070295,10.697556
0.009183673,10.696170
0.009297052,10.694769
0.009410431,10.693354
0.009523810,10.691926
0.009637188,10.690485
0.009750567,10.689032
0.009863946,10.687565
0.009977324,10.686085
0.010090703,10.684594
0.010204082,10.683091
0.010317460,10.681576
0.010430839,10.680049
0.010544218,10.678511
0.010657596,10.676962
0.010770975,10.675404
0.010884354,10.673833
0.010997732,10.672253
0.011111111,10.670663
0.011224490,10.669063
0.011337868,10.667454
0.011451247,10.665835
0.011564626,10.664207
0.011678005,10.662571
0.011791383,10.660927
0.011904762,10.659274
0.012018141,10.657614
0.012131519,10.655947
0.012244898,10.654271
0.012358277,10.652589
0.012471655,10.650900
0.012585034,10.649205
0.012698413,10.647504
0.012811791,10.645797
0.012925170,10.644085
0.013038549,10.642368
0.013151927,10.640646
0.013265306,10.638920
0.013378685,10.637190
0.013492063,10.635456
0.013605442,10.633718
0.013718821,10.631979
0.013832200,10.630236
0.013945578,10.628490
0.014058957,10.626743
0.014172336,10.624995
0.014285714,10.623245
0.014399093,10.621494
0.014512472,10.619741
0.014625850,10.617990
0.014739229,10.616239
0.014852608,10.614488
0.014965986,10.612737
0.015079365,10.610988
0.015192744,10.609240
0.015306122,10.607494
0.015419501,10.605749
0.015532880,10.604008
0.015646259,10.602269
0.015759637,10.600533
0.015873016,10.598801
0.015986395,10.597072
0.016099773,10.595348
0.016213152,10.593627
0.016326531,10.591912
0.016439909,10.590202
0.016553288,10.588496
0.016666667,10.586797
0.016780045,10.585103
0.016893424,10.583416
0.017006803,10.581736
0.017120181,10.580062
0.017233560,10.578395
0.017346939,10.576737
0.017460317,10.575087
0.017573696,10.573443
0.017687075,10.571811
0.017800454,10.570186
0.017913832,10.568570
0.018027211,10.566964
0.018140590,10.565369
0.018253968,10.563783
0.018367347,10.562208
0.018480726,10.560644
0.018594104,10.559091
0.018707483,10.557549
0.018820862,10.556021
0.018934240,10.554503
0.019047619,10.552999
0.019160998,10.551508
0.019274376,10.550031
0.019387755,10.548566
0.019501134,10.547115
0.019614512,10.545679
0.019727891,10.544257
0.019841270,10.542851
0.019954649,10.541460
0.020068027,10.540084
0.020181406,10.538724
0.020294785,10.537380
0.020408163,10.536055
0.020521542,10.534744
0.020634921,10.533452
0.020748299,10.532176
0.020861678,10.530919
0.020975057,10.529679
0.021088435,10.528459
0.021201814,10.527256
0.021315193,10.526073
0.021428571,10.524909
0.021541950,10.523765
0.021655329,10.522639
0.021768707,10.521535
0.021882086,10.520451
0.021995465,10.519387
0.022108844,10.518344
0.022222222,10.517322
0.022335601,10.516320
0.022448980,10.515341
0.022562358,10.514383
0.022675737,10.513448
0.022789116,10.512533
0.022902494,10.511642
0.023015873,10.510772
0.023129252,10.509926
0.023242630,10.509101
0.023356009,10.508302
0.023469388,10.507523
0.023582766,10.506768
0.023696145,10.506038
0.023809524,10.505331
0.023922902,10.504648
0.024036281,10.503989
0.024149660,10.503355
0.024263039,10.502745
0.024376417,10.502160
0.024489796,10.501598
0.024603175,10.501062
0.024716553,10.500552
0.024829932,10.500067
0.024943311,10.499608
0.025056689,10.499173
0.025170068,10.498765
0.025283447,10.498382
0.025396825,10.498025
0.025510204,10.497696
0.025623583,10.497391
0.025736961,10.497113
0.025850340,10.496862
0.025963719,10.496637
0.026077098,10.496441
0.026190476,10.496270
0.026303855,10.496126
0.026417234,10.496009
0.026530612,10.495919
0.026643991,10.495857
0.026757370,10.495822
0.026870748,10.495814
0.026984127,10.495834
0.027097506,10.495881
0.027210884,10.495955
0.027324263,10.496057
0.027437642,10.496186
0.027551020,10.496344
0.027664399,10.496529
0.027777778,10.496740
0.027891156,10.496980
0.028004535,10.497247
0.028117914,10.497542
0.028231293,10.497864
0.028344671,10.498215
0.028458050,10.498591
0.028571429,10.498996
0.028684807,10.499428
0.028798186,10.499888
0.028911565,10.500375
0.029024943,10.500890
0.029138322,10.501432
0.029251701,10.502001
0.029365079,10.502598
0.029478458,10.503220
0.029591837,10.503871
0.029705215,10.504547
0.029818594,10.505252
0.029931973,10.505982
0.030045351,10.506741
0.030158730,10.507525
0.030272109,10.508336
0.030385488,10.509173
0.030498866,10.510038
0.030612245,10.510928
0.030725624,10.511845
0.030839002,10.512787
0.030952381,10.513756
0.031065760,10.514750
0.031179138,10.515769
0.031292517,10.516815
0.031405896,10.517887
0.031519274,10.518983
0.031632653,10.520103
0.031746032,10.521251
0.031859410,10.522422
0.031972789,10.523618
0.032086168,10.524837
0.032199546,10.526082
0.032312925,10.527351
0.032426304,10.528644
0.032539683,10.529961
0.032653061,10.531300
0.032766440,10.532662
0.032879819,10.534048
0.032993197,10.535458
0.033106576,10.536889
0.033219955,10.538342
0.033333333,10.539818
0.033446712,10.541315
0.033560091,10.542835
0.033673469,10.544375
0.033786848,10.545937
0.033900227,10.547520
0.034013605,10.549123
0.034126984,10.550746
0.034240363,10.552390
0.034353741,10.554052
0.034467120,10.555736
0.034580499,10.557437
0.034693878,10.559157
0.034807256,10.560897
0.034920635,10.562654
0.035034014,10.564430
0.035147392,10.566223
0.035260771,10.568034
0.035374150,10.569860
0.035487528,10.571706
0.035600907,10.573565
0.035714286,10.575442
0.035827664,10.577335
0.035941043,10.579244
0.036054422,10.581166
0.036167800,10.583105
0.036281179,10.585058
0.036394558,10.587024
0.036507937,10.589005
0.036621315,10.591000
0.036734694,10.593007
0.036848073,10.595027
0.036961451,10.597060
0.037074830,10.599105
0.037188209,10.601162
0.037301587,10.603231
0.037414966,10.605310
0.037528345,10.607401
0.037641723,10.609503
0.037755102,10.611613
0.037868481,10.613734
0.037981859,10.615865
0.038095238,10.618004
0.038208617,10.620152
0.038321995,10.622309
0.038435374,10.624474
0.038548753,10.626645
0.038662132,10.628825
0.038775510,10.631011
0.038888889,10.633204
0.039002268,10.635404
0.039115646,10.637609
0.039229025,10.639819
0.039342404,10.642035
0.039455782,10.644255
0.039569161,10.646479
0.039682540,10.648706
0.039795918,10.650939
0.039909297,10.653173
0.040022676,10.655412
0.040136054,10.657652
0.040249433,10.659894
0.040362812,10.662139
0.040476190,10.664384
0.040589569,10.666631
0.040702948,10.668879
0.040816327,10.671125
0.040929705,10.673372
0.041043084,10.675620
0.041156463,10.677866
0.041269841,10.680110
0.041383220,10.682354
0.041496599,10.684595
0.041609977,10.686834
0.041723356,10.689072
0.041836735,10.691304
0.041950113,10.693536
