rank,frequency_hz,magnitude_db
1,3000.000,-27.434
2,3002.125,-37.738
3,2997.875,-38.015
4,3004.250,-49.792
5,2997.125,-61.385
6,2999.250,-63.111
7,3002.875,-63.486
8,3000.750,-64.237
9,2995.750,-66.930
10,2998.500,-68.104
