rank,frequency_hz,magnitude_db
1,3000.000,-21.437
2,3005.625,-63.088
3,180.000,-63.549
4,3001.375,-67.357
5,3046.875,-68.091
6,2999.250,-68.239
7,2820.000,-68.646
8,2994.375,-70.303
9,3004.250,-71.728
10,2998.625,-72.080
