label,10_u1_100_p
time_s,envelope_detrended
0.000000000,-0.476639
0.000113379,-0.476272
0.000226757,-0.475902
0.000340136,-0.475526
0.000453515,-0.475144
0.000566893,-0.474758
0.000680272,-0.474367
0.000793651,-0.473972
0.000907029,-0.473572
0.001020408,-0.473168
0.001133787,-0.472759
0.001247166,-0.472347
0.001360544,-0.471930
0.001473923,-0.471509
0.001587302,-0.471086
0.001700680,-0.470657
0.001814059,-0.470227
0.001927438,-0.469791
0.002040816,-0.469355
0.002154195,-0.468914
0.002267574,-0.468470
0.002380952,-0.468023
0.002494331,-0.467575
0.002607710,-0.467123
0.002721088,-0.466669
0.002834467,-0.466212
0.002947846,-0.465754
0.003061224,-0.465295
0.003174603,-0.464833
0.003287982,-0.464369
0.003401361,-0.463904
0.003514739,-0.463438
0.003628118,-0.462970
0.003741497,-0.462501
0.003854875,-0.462029
0.003968254,-0.461559
0.004081633,-0.461086
0.004195011,-0.460613
0.004308390,-0.460138
0.004421769,-0.459663
0.004535147,-0.459187
0.004648526,-0.458710
0.004761905,-0.458232
0.004875283,-0.457754
0.004988662,-0.457274
0.005102041,-0.456794
0.005215420,-0.456315
0.005328798,-0.455834
0.005442177,-0.455354
0.005555556,-0.454873
0.005668934,-0.454392
0.005782313,-0.453910
0.005895692,-0.453430
0.006009070,-0.452948
0.006122449,-0.452467
0.006235828,-0.451987
0.006349206,-0.451506
0.006462585,-0.451027
0.006575964,-0.450549
0.006689342,-0.450071
0.006802721,-0.449593
0.006916100,-0.449119
0.007029478,-0.448644
0.007142857,-0.448172
0.007256236,-0.447701
0.007369615,-0.447231
0.007482993,-0.446763
0.007596372,-0.446297
0.007709751,-0.445833
0.007823129,-0.445372
0.007936508,-0.444913
0.008049887,-0.444456
0.008163265,-0.444003
0.008276644,-0.443552
0.008390023,-0.443103
0.008503401,-0.442657
0.008616780,-0.442214
0.008730159,-0.441774
0.008843537,-0.441337
0.008956916,-0.440902
0.009070295,-0.440470
0.009183673,-0.440041
0.009297052,-0.439616
0.009410431,-0.439193
0.009523810,-0.438773
0.009637188,-0.438355
0.009750567,-0.437941
0.009863946,-0.437529
0.009977324,-0.437119
0.010090703,-0.436712
0.010204082,-0.436306
0.010317460,-0.435904
0.010430839,-0.435504
0.010544218,-0.435105
0.010657596,-0.434711
0.010770975,-0.434317
0.010884354,-0.433924
0.010997732,-0.433534
0.011111111,-0.433146
0.011224490,-0.432758
0.011337868,-0.432373
0.011451247,-0.431990
0.011564626,-0.431607
0.011678005,-0.431225
0.011791383,-0.430846
0.011904762,-0.430466
0.012018141,-0.430089
0.012131519,-0.429711
0.012244898,-0.429336
0.012358277,-0.428962
0.012471655,-0.428587
0.012585034,-0.428214
0.012698413,-0.427843
0.012811791,-0.427470
0.012925170,-0.427100
0.013038549,-0.426729
0.013151927,-0.426360
0.013265306,-0.425991
0.013378685,-0.425623
0.013492063,-0.425254
0.013605442,-0.424887
0.013718821,-0.424518
0.013832200,-0.424151
0.013945578,-0.423782
0.014058957,-0.423414
0.014172336,-0.423044
0.014285714,-0.422675
0.014399093,-0.422305
0.014512472,-0.421934
0.014625850,-0.421562
0.014739229,-0.421189
0.014852608,-0.420814
0.014965986,-0.420438
0.015079365,-0.420059
0.015192744,-0.419680
0.015306122,-0.419298
0.015419501,-0.418913
0.015532880,-0.418527
0.015646259,-0.418138
0.015759637,-0.417747
0.015873016,-0.417352
0.015986395,-0.416955
0.016099773,-0.416555
0.016213152,-0.416152
0.016326531,-0.415744
0.016439909,-0.415334
0.016553288,-0.414919
0.016666667,-0.414502
0.016780045,-0.414080
0.016893424,-0.413656
0.017006803,-0.413225
