rank,frequency_hz,magnitude_db
1,3000.000,-26.660
2,2996.875,-37.954
3,3003.125,-42.323
4,3006.375,-51.456
5,2995.750,-59.767
6,2998.875,-61.817
7,3004.250,-62.533
8,3001.125,-63.463
9,2997.875,-65.900
10,412.000,-66.026
