rank,frequency_hz,magnitude_db
1,3000.000,-16.011
2,2997.250,-50.079
3,3000.375,-50.914
4,180.000,-51.947
5,3002.750,-53.644
6,2998.500,-57.117
7,2999.625,-57.212
8,2820.000,-57.545
9,3000.750,-57.793
10,3002.250,-57.921
