rank,frequency_hz,magnitude_db
1,3000.000,-18.996
2,2990.000,-41.956
3,3010.000,-45.364
4,3003.375,-45.647
5,2996.625,-57.218
6,2993.250,-57.834
7,3001.625,-58.155
8,54.500,-59.695
9,2998.375,-60.467
10,180.000,-61.496
