rank,frequency_hz,magnitude_db
1,6.500,-15.145
2,1.625,-15.311
3,4.875,-24.746
4,13.125,-25.275
5,3.250,-28.536
6,8.250,-29.613
7,9.875,-29.774
8,1.250,-36.043
9,11.500,-37.515
10,2.625,-38.790
