time_s,envelope_detrended
0.000000000,0.096296
0.000113379,0.096785
0.000226757,0.097277
0.000340136,0.097770
0.000453515,0.098266
0.000566893,0.098764
0.000680272,0.099264
0.000793651,0.099765
0.000907029,0.100269
0.001020408,0.100775
0.001133787,0.101282
0.001247166,0.101791
0.001360544,0.102302
0.001473923,0.102814
0.001587302,0.103328
0.001700680,0.103843
0.001814059,0.104360
0.001927438,0.104878
0.002040816,0.105398
0.002154195,0.105918
0.002267574,0.106440
0.002380952,0.106963
0.002494331,0.107486
0.002607710,0.108011
0.002721088,0.108536
0.002834467,0.109062
0.002947846,0.109589
0.003061224,0.110116
0.003174603,0.110644
0.003287982,0.111172
0.003401361,0.111700
0.003514739,0.112229
0.003628118,0.112757
0.003741497,0.113286
0.003854875,0.113814
0.003968254,0.114343
0.004081633,0.114871
0.004195011,0.115398
0.004308390,0.115925
0.004421769,0.116452
0.004535147,0.116978
0.004648526,0.117503
0.004761905,0.118028
0.004875283,0.118551
0.004988662,0.119074
0.005102041,0.119595
0.005215420,0.120115
0.005328798,0.120634
0.005442177,0.121151
0.005555556,0.121667
0.005668934,0.122181
0.005782313,0.122693
0.005895692,0.123204
0.006009070,0.123712
0.006122449,0.124219
0.006235828,0.124723
0.006349206,0.125224
0.006462585,0.125724
0.006575964,0.126221
0.006689342,0.126715
0.006802721,0.127206
0.006916100,0.127694
0.007029478,0.128180
0.007142857,0.128662
0.007256236,0.129141
0.007369615,0.129616
0.007482993,0.130088
0.007596372,0.130556
0.007709751,0.131021
0.007823129,0.131481
0.007936508,0.131938
0.008049887,0.132390
0.008163265,0.132839
0.008276644,0.133282
0.008390023,0.133722
0.008503401,0.134156
0.008616780,0.134586
0.008730159,0.135011
0.008843537,0.135431
0.008956916,0.135846
0.009070295,0.136256
0.009183673,0.136660
0.009297052,0.137059
0.009410431,0.137452
0.009523810,0.137840
0.009637188,0.138222
0.009750567,0.138598
0.009863946,0.138969
0.009977324,0.139333
0.010090703,0.139691
0.010204082,0.140042
0.010317460,0.140388
0.010430839,0.140726
0.010544218,0.141059
0.010657596,0.141384
0.010770975,0.141703
0.010884354,0.142015
0.010997732,0.142319
0.011111111,0.142617
0.011224490,0.142908
0.011337868,0.143191
0.011451247,0.143467
0.011564626,0.143735
0.011678005,0.143996
0.011791383,0.144249
0.011904762,0.144494
0.012018141,0.144731
0.012131519,0.144961
0.012244898,0.145182
0.012358277,0.145395
0.012471655,0.145600
0.012585034,0.145797
0.012698413,0.145985
0.012811791,0.146164
0.012925170,0.146335
0.013038549,0.146497
0.013151927,0.146650
0.013265306,0.146794
0.013378685,0.146930
0.013492063,0.147056
0.013605442,0.147173
0.013718821,0.147280
0.013832200,0.147379
0.013945578,0.147468
0.014058957,0.147547
0.014172336,0.147617
0.014285714,0.147677
0.014399093,0.147727
0.014512472,0.147768
0.014625850,0.147799
0.014739229,0.147820
0.014852608,0.147830
0.014965986,0.147831
0.015079365,0.147822
0.015192744,0.147802
0.015306122,0.147772
0.015419501,0.147732
0.015532880,0.147681
0.015646259,0.147620
0.015759637,0.147549
0.015873016,0.147467
0.015986395,0.147374
0.016099773,0.147271
0.016213152,0.147157
0.016326531,0.147033
0.016439909,0.146897
0.016553288,0.146751
0.016666667,0.146594
0.016780045,0.146426
0.016893424,0.146247
0.017006803,0.146057
0.017120181,0.145856
0.017233560,0.145644
0.017346939,0.145421
0.017460317,0.145187
0.017573696,0.144941
0.017687075,0.144684
0.017800454,0.144416
0.017913832,0.144136
0.018027211,0.143845
0.018140590,0.143543
0.018253968,0.143229
0.018367347,0.142904
0.018480726,0.142566
0.018594104,0.142218
0.018707483,0.141857
0.018820862,0.141485
0.018934240,0.141101
0.019047619,0.140706
0.019160998,0.140298
0.019274376,0.139879
0.019387755,0.139447
0.019501134,0.139004
0.019614512,0.138549
0.019727891,0.138082
0.019841270,0.137602
0.019954649,0.137111
0.020068027,0.136608
0.020181406,0.136092
0.020294785,0.135564
0.020408163,0.135024
0.020521542,0.134472
0.020634921,0.133908
0.020748299,0.133331
0.020861678,0.132742
0.020975057,0.132141
0.021088435,0.131528
0.021201814,0.130902
0.021315193,0.130264
0.021428571,0.129613
0.021541950,0.128950
0.021655329,0.128275
0.021768707,0.127587
0.021882086,0.126887
0.021995465,0.126175
0.022108844,0.125450
0.022222222,0.124712
0.022335601,0.123962
0.022448980,0.123200
0.022562358,0.122425
0.022675737,0.121637
0.022789116,0.120837
0.022902494,0.120025
0.023015873,0.119200
0.023129252,0.118362
0.023242630,0.117512
0.023356009,0.116649
0.023469388,0.115773
0.023582766,0.114885
0.023696145,0.113984
0.023809524,0.113070
0.023922902,0.112144
0.024036281,0.111204
0.024149660,0.110252
0.024263039,0.109288
0.024376417,0.108310
0.024489796,0.107320
0.024603175,0.106316
0.024716553,0.105300
0.024829932,0.104271
0.024943311,0.103229
0.025056689,0.102174
0.025170068,0.101107
0.025283447,0.100026
0.025396825,0.098932
0.025510204,0.097826
0.025623583,0.096706
0.025736961,0.095574
0.025850340,0.094428
0.025963719,0.093269
0.026077098,0.092098
0.026190476,0.090913
0.026303855,0.089716
0.026417234,0.088505
0.026530612,0.087282
0.026643991,0.086045
0.026757370,0.084796
0.026870748,0.083533
0.026984127,0.082258
0.027097506,0.080970
0.027210884,0.079668
0.027324263,0.078354
0.027437642,0.077026
0.027551020,0.075686
0.027664399,0.074333
0.027777778,0.072967
0.027891156,0.071588
0.028004535,0.070196
0.028117914,0.068791
0.028231293,0.067373
0.028344671,0.065943
0.028458050,0.064499
0.028571429,0.063043
0.028684807,0.061573
0.028798186,0.060091
0.028911565,0.058596
0.029024943,0.057088
0.029138322,0.055568
0.029251701,0.054034
0.029365079,0.052488
0.029478458,0.050928
0.029591837,0.049356
0.029705215,0.047772
0.029818594,0.046174
0.029931973,0.044564
0.030045351,0.042940
0.030158730,0.041304
0.030272109,0.039656
0.030385488,0.037994
0.030498866,0.036320
0.030612245,0.034633
0.030725624,0.032934
0.030839002,0.031222
0.030952381,0.029497
0.031065760,0.027760
0.031179138,0.026010
0.031292517,0.024248
0.031405896,0.022473
0.031519274,0.020685
0.031632653,0.018886
0.031746032,0.017074
0.031859410,0.015249
0.031972789,0.013412
0.032086168,0.011564
0.032199546,0.009702
0.032312925,0.007829
0.032426304,0.005944
0.032539683,0.004046
0.032653061,0.002137
0.032766440,0.000216
0.032879819,-0.001717
0.032993197,-0.003662
0.033106576,-0.005619
0.033219955,-0.007587
0.033333333,-0.009567
0.033446712,-0.011559
0.033560091,-0.013562
0.033673469,-0.015577
0.033786848,-0.017602
0.033900227,-0.019640
0.034013605,-0.021688
0.034126984,-0.023747
0.034240363,-0.025818
0.034353741,-0.027900
0.034467120,-0.029993
0.034580499,-0.032096
0.034693878,-0.034211
0.034807256,-0.036336
0.034920635,-0.038472
0.035034014,-0.040618
0.035147392,-0.042775
0.035260771,-0.044943
0.035374150,-0.047121
0.035487528,-0.049309
0.035600907,-0.051508
0.035714286,-0.053717
0.035827664,-0.055935
0.035941043,-0.058164
0.036054422,-0.060403
0.036167800,-0.062652
0.036281179,-0.064910
0.036394558,-0.067178
0.036507937,-0.069456
0.036621315,-0.071743
0.036734694,-0.074039
0.036848073,-0.076345
0.036961451,-0.078660
0.037074830,-0.080984
0.037188209,-0.083317
0.037301587,-0.085659
0.037414966,-0.088009
0.037528345,-0.090368
0.037641723,-0.092736
0.037755102,-0.095112
0.037868481,-0.097496
0.037981859,-0.099889
0.038095238,-0.102289
0.038208617,-0.104698
0.038321995,-0.107114
0.038435374,-0.109537
0.038548753,-0.111969
0.038662132,-0.114407
0.038775510,-0.116853
0.038888889,-0.119306
0.039002268,-0.121766
0.039115646,-0.124233
0.039229025,-0.126707
0.039342404,-0.129187
0.039455782,-0.131673
0.039569161,-0.134166
0.039682540,-0.136665
0.039795918,-0.139170
0.039909297,-0.141681
0.040022676,-0.144198
0.040136054,-0.146720
0.040249433,-0.149248
0.040362812,-0.151782
0.040476190,-0.154320
0.040589569,-0.156864
0.040702948,-0.159412
0.040816327,-0.161965
0.040929705,-0.164523
0.041043084,-0.167086
0.041156463,-0.169653
0.041269841,-0.172224
0.041383220,-0.174799
0.041496599,-0.177378
0.041609977,-0.179961
0.041723356,-0.182547
0.041836735,-0.185137
0.041950113,-0.187730
0.042063492,-0.190327
0.042176871,-0.192926
0.042290249,-0.195529
0.042403628,-0.198134
0.042517007,-0.200742
0.042630385,-0.203352
0.042743764,-0.205964
0.042857143,-0.208579
0.042970522,-0.211195
0.043083900,-0.213813
0.043197279,-0.216432
0.043310658,-0.219053
0.043424036,-0.221676
0.043537415,-0.224299
0.043650794,-0.226923
0.043764172,-0.229548
0.043877551,-0.232173
0.043990930,-0.234799
0.044104308,-0.237425
0.044217687,-0.240051
0.044331066,-0.242676
0.044444444,-0.245301
0.044557823,-0.247926
0.044671202,-0.250550
0.044784580,-0.253173
0.044897959,-0.255795
0.045011338,-0.258416
0.045124717,-0.261035
0.045238095,-0.263653
0.045351474,-0.266268
0.045464853,-0.268882
0.045578231,-0.271494
0.045691610,-0.274103
0.045804989,-0.276709
0.045918367,-0.279313
0.046031746,-0.281914
0.046145125,-0.284512
0.046258503,-0.287107
0.046371882,-0.289698
0.046485261,-0.292285
0.046598639,-0.294869
0.046712018,-0.297448
0.046825397,-0.300024
0.046938776,-0.302595
0.047052154,-0.305161
0.047165533,-0.307723
0.047278912,-0.310280
0.047392290,-0.312832
0.047505669,-0.315378
0.047619048,-0.317919
0.047732426,-0.320454
0.047845805,-0.322984
0.047959184,-0.325507
0.048072562,-0.328024
0.048185941,-0.330534
0.048299320,-0.333038
0.048412698,-0.335535
0.048526077,-0.338026
0.048639456,-0.340508
0.048752834,-0.342984
0.048866213,-0.345451
0.048979592,-0.347911
0.049092971,-0.350363
0.049206349,-0.352806
0.049319728,-0.355241
0.049433107,-0.357668
0.049546485,-0.360085
0.049659864,-0.362493
0.049773243,-0.364892
0.049886621,-0.367281
0.050000000,-0.369661
0.050113379,-0.372030
0.050226757,-0.374390
0.050340136,-0.376739
0.050453515,-0.379077
0.050566893,-0.381404
0.050680272,-0.383721
0.050793651,-0.386026
0.050907029,-0.388319
0.051020408,-0.390601
0.051133787,-0.392871
0.051247166,-0.395129
0.051360544,-0.397375
0.051473923,-0.399608
0.051587302,-0.401828
0.051700680,-0.404035
0.051814059,-0.406229
0.051927438,-0.408409
0.052040816,-0.410576
0.052154195,-0.412729
0.052267574,-0.414868
0.052380952,-0.416993
0.052494331,-0.419103
0.052607710,-0.421199
0.052721088,-0.423279
0.052834467,-0.425345
0.052947846,-0.427395
0.053061224,-0.429429
0.053174603,-0.431448
0.053287982,-0.433450
0.053401361,-0.435437
0.053514739,-0.437407
0.053628118,-0.439360
0.053741497,-0.441296
0.053854875,-0.443215
0.053968254,-0.445117
0.054081633,-0.447001
0.054195011,-0.448867
0.054308390,-0.450715
0.054421769,-0.452545
0.054535147,-0.454356
0.054648526,-0.456149
0.054761905,-0.457922
0.054875283,-0.459677
