label,6_u1_80_p
time_s,raw
0.000000000,1170.000000
0.000113379,3453.000000
0.000226757,-4984.000000
0.000340136,1812.500000
0.000453515,3002.000000
0.000566893,-5039.000000
0.000680272,2380.500000
0.000793651,2451.000000
0.000907029,-5039.000000
0.001020408,2977.000000
0.001133787,1887.000000
0.001247166,-4938.000000
0.001360544,3464.000000
0.001473923,1281.500000
0.001587302,-4741.000000
0.001700680,3982.000000
0.001814059,691.500000
0.001927438,-4499.500000
0.002040816,4322.500000
0.002154195,-25.500000
0.002267574,-4200.500000
0.002380952,4646.500000
0.002494331,-618.500000
0.002607710,-3774.500000
0.002721088,4872.500000
0.002834467,-1342.000000
0.002947846,-3411.500000
0.003061224,5031.500000
0.003174603,-1894.000000
0.003287982,-2866.000000
0.003401361,5097.500000
0.003514739,-2548.500000
0.003628118,-2388.000000
0.003741497,5064.000000
0.003854875,-3071.500000
0.003968254,-1753.000000
0.004081633,4982.500000
0.004195011,-3621.500000
0.004308390,-1196.000000
0.004421769,4746.000000
0.004535147,-4067.500000
0.004648526,-489.000000
0.004761905,4575.500000
0.004875283,-4411.000000
0.004988662,98.000000
0.005102041,4142.500000
0.005215420,-4724.000000
0.005328798,757.500000
0.005442177,3787.000000
0.005555556,-4917.000000
0.005668934,1388.000000
0.005782313,3300.500000
0.005895692,-5093.000000
0.006009070,1980.000000
0.006122449,2800.500000
0.006235828,-5121.000000
0.006349206,2555.000000
0.006462585,2236.000000
0.006575964,-5091.000000
0.006689342,3093.500000
0.006802721,1658.000000
0.006916100,-4956.000000
0.007029478,3605.000000
0.007142857,1038.500000
0.007256236,-4749.000000
0.007369615,4075.500000
0.007482993,396.000000
0.007596372,-4483.500000
0.007709751,4413.000000
0.007823129,-275.000000
0.007936508,-4112.000000
0.008049887,4739.500000
0.008163265,-882.500000
0.008276644,-3708.000000
0.008390023,4915.500000
0.008503401,-1565.500000
0.008616780,-3285.500000
0.008730159,5038.500000
0.008843537,-2176.500000
0.008956916,-2734.000000
0.009070295,5101.500000
0.009183673,-2755.000000
0.009297052,-2194.000000
0.009410431,5042.500000
0.009523810,-3287.000000
0.009637188,-1551.000000
0.009750567,4976.000000
0.009863946,-3733.500000
0.009977324,-920.500000
0.010090703,4772.500000
0.010204082,-4132.500000
0.010317460,-261.500000
0.010430839,4524.500000
0.010544218,-4455.000000
0.010657596,398.500000
0.010770975,4140.000000
0.010884354,-4767.000000
0.010997732,999.000000
0.011111111,3704.000000
0.011224490,-4945.000000
0.011337868,1624.500000
0.011451247,3211.500000
0.011564626,-5074.500000
0.011678005,2225.500000
0.011791383,2670.000000
0.011904762,-5107.500000
0.012018141,2808.500000
0.012131519,2137.500000
0.012244898,-5013.000000
0.012358277,3366.000000
0.012471655,1530.500000
0.012585034,-4894.500000
0.012698413,3848.500000
0.012811791,924.500000
0.012925170,-4586.500000
0.013038549,4300.000000
0.013151927,264.000000
0.013265306,-4350.000000
0.013378685,4563.000000
0.013492063,-437.500000
0.013605442,-3985.500000
0.013718821,4865.000000
0.013832200,-1061.500000
0.013945578,-3579.500000
0.014058957,4986.000000
0.014172336,-1744.000000
0.014285714,-3124.000000
0.014399093,5102.000000
0.014512472,-2335.500000
0.014625850,-2589.500000
0.014739229,5119.000000
0.014852608,-2913.000000
0.014965986,-2011.500000
0.015079365,5087.000000
0.015192744,-3410.000000
0.015306122,-1379.500000
0.015419501,4929.000000
0.015532880,-3915.000000
0.015646259,-781.000000
0.015759637,4694.500000
0.015873016,-4324.500000
0.015986395,-145.000000
0.016099773,4373.000000
0.016213152,-4671.500000
0.016326531,479.000000
0.016439909,3955.500000
0.016553288,-4946.000000
0.016666667,1102.000000
0.016780045,3498.000000
0.016893424,-5125.500000
0.017006803,1758.000000
0.017120181,3030.500000
0.017233560,-5195.000000
0.017346939,2364.500000
0.017460317,2467.000000
0.017573696,-5182.000000
0.017687075,2952.500000
0.017800454,1917.000000
0.017913832,-5049.000000
0.018027211,3481.500000
0.018140590,1282.500000
0.018253968,-4892.000000
0.018367347,3940.000000
0.018480726,647.000000
0.018594104,-4625.000000
0.018707483,4347.500000
0.018820862,-29.000000
0.018934240,-4341.000000
0.019047619,4629.000000
0.019160998,-701.000000
0.019274376,-3927.000000
0.019387755,4907.000000
0.019501134,-1337.000000
0.019614512,-3498.000000
0.019727891,5062.500000
0.019841270,-1984.000000
0.019954649,-2961.000000
0.020068027,5176.000000
0.020181406,-2540.500000
0.020294785,-2377.500000
0.020408163,5152.000000
0.020521542,-3111.500000
0.020634921,-1815.000000
0.020748299,5091.000000
0.020861678,-3597.500000
0.020975057,-1176.500000
0.021088435,4895.000000
0.021201814,-4091.000000
0.021315193,-539.000000
0.021428571,4593.500000
0.021541950,-4500.000000
0.021655329,81.500000
0.021768707,4244.000000
0.021882086,-4797.500000
0.021995465,734.000000
0.022108844,3876.500000
0.022222222,-4975.500000
0.022335601,1411.000000
0.022448980,3396.000000
0.022562358,-5103.000000
0.022675737,2070.500000
0.022789116,2900.000000
0.022902494,-5175.500000
0.023015873,2651.000000
0.023129252,2339.500000
0.023242630,-5136.000000
0.023356009,3236.000000
0.023469388,1743.000000
0.023582766,-5009.500000
0.023696145,3702.000000
0.023809524,1027.500000
0.023922902,-4870.500000
0.024036281,4122.000000
0.024149660,409.000000
0.024263039,-4543.500000
0.024376417,4521.500000
0.024489796,-269.000000
0.024603175,-4217.000000
0.024716553,4815.500000
0.024829932,-902.500000
0.024943311,-3754.500000
0.025056689,5063.000000
0.025170068,-1535.500000
0.025283447,-3292.500000
0.025396825,5156.000000
0.025510204,-2173.500000
0.025623583,-2740.500000
0.025736961,5252.500000
0.025850340,-2765.500000
0.025963719,-2196.500000
0.026077098,5166.000000
0.026190476,-3357.000000
0.026303855,-1607.000000
0.026417234,5026.500000
0.026530612,-3839.000000
0.026643991,-981.000000
0.026757370,4819.000000
0.026870748,-4266.000000
0.026984127,-330.500000
0.027097506,4538.000000
0.027210884,-4580.500000
0.027324263,354.000000
0.027437642,4220.500000
0.027551020,-4834.500000
0.027664399,1058.000000
0.027777778,3786.500000
0.027891156,-5015.500000
0.028004535,1724.500000
0.028117914,3341.000000
0.028231293,-5091.000000
0.028344671,2348.000000
0.028458050,2788.000000
0.028571429,-5168.500000
0.028684807,2872.000000
0.028798186,2132.500000
0.028911565,-5098.000000
0.029024943,3446.500000
0.029138322,1533.000000
0.029251701,-4973.000000
0.029365079,3867.500000
0.029478458,838.500000
0.029591837,-4766.500000
0.029705215,4321.500000
0.029818594,241.000000
0.029931973,-4418.000000
0.030045351,4658.000000
0.030158730,-462.000000
0.030272109,-4065.500000
0.030385488,4977.500000
0.030498866,-1061.500000
0.030612245,-3581.000000
0.030725624,5144.500000
0.030839002,-1760.000000
0.030952381,-3174.000000
0.031065760,5195.000000
0.031179138,-2384.000000
0.031292517,-2590.000000
0.031405896,5201.000000
0.031519274,-3032.500000
0.031632653,-2064.000000
0.031746032,5082.500000
0.031859410,-3577.500000
0.031972789,-1439.000000
0.032086168,4949.500000
0.032199546,-4055.000000
0.032312925,-794.000000
0.032426304,4713.500000
0.032539683,-4432.500000
0.032653061,-95.000000
0.032766440,4441.000000
0.032879819,-4737.500000
0.032993197,564.500000
0.033106576,4047.500000
0.033219955,-4987.500000
0.033333333,1231.500000
0.033446712,3609.500000
0.033560091,-5147.000000
0.033673469,1855.500000
0.033786848,3057.500000
0.033900227,-5265.500000
0.034013605,2439.500000
0.034126984,2506.500000
0.034240363,-5256.000000
0.034353741,3006.000000
0.034467120,1879.500000
0.034580499,-5172.500000
0.034693878,3525.500000
0.034807256,1279.000000
0.034920635,-4948.000000
0.035034014,4016.500000
0.035147392,639.500000
0.035260771,-4699.500000
