rank,frequency_hz,magnitude_db
1,3000.000,-18.811
2,3000.375,-23.947
3,3000.750,-26.378
4,3001.000,-27.192
5,2999.375,-30.621
6,3009.875,-31.750
7,3002.250,-33.018
8,2999.000,-33.864
9,3001.625,-35.504
10,3002.875,-37.294
