rank,frequency_hz,magnitude_db
1,1.875,-23.166
2,1.125,-24.988
3,2.375,-26.068
4,9.875,-26.317
5,2.625,-30.644
6,2.875,-31.028
7,8.875,-31.083
8,9.250,-32.638
9,10.500,-32.891
10,5.750,-33.745
