rank,frequency_hz,magnitude_db
1,3000.000,-21.707
2,3000.375,-61.903
3,3003.250,-66.257
4,180.000,-67.414
5,2999.625,-67.872
6,2996.750,-68.282
7,3046.875,-68.305
8,3000.750,-68.882
9,49.000,-69.727
10,2820.000,-71.149
