rank,frequency_hz,magnitude_db
1,3000.000,-12.188
2,3011.500,-34.808
3,2988.500,-40.418
4,3000.375,-40.854
5,2999.625,-42.464
6,2820.000,-52.202
7,373.875,-55.023
8,2976.625,-55.181
9,1345.375,-55.593
10,406.375,-55.696
