time_s,envelope
0.000000000,1.747452
0.000113379,1.753498
0.000226757,1.759540
0.000340136,1.765579
0.000453515,1.771613
0.000566893,1.777641
0.000680272,1.783662
0.000793651,1.789674
0.000907029,1.795677
0.001020408,1.801669
0.001133787,1.807649
0.001247166,1.813617
0.001360544,1.819571
0.001473923,1.825511
0.001587302,1.831435
0.001700680,1.837343
0.001814059,1.843234
0.001927438,1.849106
0.002040816,1.854960
0.002154195,1.860793
0.002267574,1.866606
0.002380952,1.872397
0.002494331,1.878167
0.002607710,1.883913
0.002721088,1.889636
0.002834467,1.895334
0.002947846,1.901007
0.003061224,1.906655
0.003174603,1.912276
0.003287982,1.917870
0.003401361,1.923437
0.003514739,1.928975
0.003628118,1.934485
0.003741497,1.939965
0.003854875,1.945415
0.003968254,1.950835
0.004081633,1.956224
0.004195011,1.961581
0.004308390,1.966907
0.004421769,1.972199
0.004535147,1.977460
0.004648526,1.982686
0.004761905,1.987879
0.004875283,1.993038
0.004988662,1.998162
0.005102041,2.003251
0.005215420,2.008304
0.005328798,2.013322
0.005442177,2.018304
0.005555556,2.023250
0.005668934,2.028159
0.005782313,2.033031
0.005895692,2.037865
0.006009070,2.042662
0.006122449,2.047421
0.006235828,2.052142
0.006349206,2.056825
0.006462585,2.061469
0.006575964,2.066074
0.006689342,2.070641
0.006802721,2.075169
0.006916100,2.079657
0.007029478,2.084105
0.007142857,2.088515
0.007256236,2.092885
0.007369615,2.097214
0.007482993,2.101504
0.007596372,2.105755
0.007709751,2.109965
0.007823129,2.114135
0.007936508,2.118264
0.008049887,2.122354
0.008163265,2.126404
0.008276644,2.130413
0.008390023,2.134382
0.008503401,2.138311
0.008616780,2.142200
0.008730159,2.146048
0.008843537,2.149856
0.008956916,2.153624
0.009070295,2.157352
0.009183673,2.161039
0.009297052,2.164687
0.009410431,2.168294
0.009523810,2.171862
0.009637188,2.175389
0.009750567,2.178877
0.009863946,2.182324
0.009977324,2.185732
0.010090703,2.189101
0.010204082,2.192429
0.010317460,2.195719
0.010430839,2.198969
0.010544218,2.202179
0.010657596,2.205350
0.010770975,2.208482
0.010884354,2.211576
0.010997732,2.214630
0.011111111,2.217645
0.011224490,2.220622
0.011337868,2.223560
0.011451247,2.226460
0.011564626,2.229321
0.011678005,2.232144
0.011791383,2.234930
0.011904762,2.237677
0.012018141,2.240387
0.012131519,2.243059
0.012244898,2.245694
0.012358277,2.248292
0.012471655,2.250853
0.012585034,2.253377
0.012698413,2.255865
0.012811791,2.258316
0.012925170,2.260731
0.013038549,2.263110
0.013151927,2.265454
0.013265306,2.267761
0.013378685,2.270034
0.013492063,2.272271
0.013605442,2.274474
0.013718821,2.276642
0.013832200,2.278775
0.013945578,2.280875
0.014058957,2.282940
0.014172336,2.284972
0.014285714,2.286970
0.014399093,2.288935
0.014512472,2.290868
0.014625850,2.292767
0.014739229,2.294634
0.014852608,2.296468
0.014965986,2.298271
0.015079365,2.300042
0.015192744,2.301781
0.015306122,2.303489
0.015419501,2.305166
0.015532880,2.306812
0.015646259,2.308427
0.015759637,2.310012
0.015873016,2.311567
0.015986395,2.313092
0.016099773,2.314588
0.016213152,2.316053
0.016326531,2.317490
0.016439909,2.318898
0.016553288,2.320276
0.016666667,2.321627
0.016780045,2.322949
0.016893424,2.324243
0.017006803,2.325509
0.017120181,2.326747
0.017233560,2.327958
0.017346939,2.329142
0.017460317,2.330299
0.017573696,2.331430
0.017687075,2.332534
0.017800454,2.333611
0.017913832,2.334663
0.018027211,2.335689
0.018140590,2.336690
0.018253968,2.337666
0.018367347,2.338616
0.018480726,2.339542
0.018594104,2.340444
0.018707483,2.341321
0.018820862,2.342175
0.018934240,2.343004
0.019047619,2.343811
0.019160998,2.344594
0.019274376,2.345354
0.019387755,2.346092
0.019501134,2.346807
0.019614512,2.347501
0.019727891,2.348172
0.019841270,2.348822
0.019954649,2.349451
0.020068027,2.350058
0.020181406,2.350644
0.020294785,2.351210
0.020408163,2.351755
0.020521542,2.352281
0.020634921,2.352786
0.020748299,2.353271
0.020861678,2.353738
0.020975057,2.354184
0.021088435,2.354612
0.021201814,2.355021
0.021315193,2.355412
0.021428571,2.355783
0.021541950,2.356137
0.021655329,2.356473
0.021768707,2.356791
0.021882086,2.357091
0.021995465,2.357374
0.022108844,2.357640
0.022222222,2.357889
0.022335601,2.358121
0.022448980,2.358336
0.022562358,2.358535
0.022675737,2.358718
0.022789116,2.358885
0.022902494,2.359036
0.023015873,2.359172
0.023129252,2.359292
0.023242630,2.359397
0.023356009,2.359488
0.023469388,2.359563
0.023582766,2.359624
0.023696145,2.359670
0.023809524,2.359703
0.023922902,2.359721
0.024036281,2.359726
0.024149660,2.359718
0.024263039,2.359696
0.024376417,2.359661
0.024489796,2.359613
0.024603175,2.359553
0.024716553,2.359481
0.024829932,2.359396
0.024943311,2.359299
0.025056689,2.359190
0.025170068,2.359070
0.025283447,2.358939
0.025396825,2.358796
0.025510204,2.358642
0.025623583,2.358478
0.025736961,2.358303
0.025850340,2.358118
0.025963719,2.357922
0.026077098,2.357717
0.026190476,2.357502
0.026303855,2.357277
0.026417234,2.357043
0.026530612,2.356799
0.026643991,2.356546
0.026757370,2.356285
0.026870748,2.356014
0.026984127,2.355735
0.027097506,2.355448
0.027210884,2.355152
0.027324263,2.354848
0.027437642,2.354536
0.027551020,2.354216
0.027664399,2.353889
0.027777778,2.353554
0.027891156,2.353211
0.028004535,2.352861
0.028117914,2.352504
0.028231293,2.352141
0.028344671,2.351770
0.028458050,2.351393
0.028571429,2.351009
0.028684807,2.350618
0.028798186,2.350222
0.028911565,2.349819
0.029024943,2.349410
0.029138322,2.348996
0.029251701,2.348576
0.029365079,2.348150
0.029478458,2.347719
0.029591837,2.347283
0.029705215,2.346841
0.029818594,2.346395
0.029931973,2.345943
0.030045351,2.345487
0.030158730,2.345027
0.030272109,2.344562
0.030385488,2.344093
0.030498866,2.343619
0.030612245,2.343142
0.030725624,2.342661
0.030839002,2.342176
0.030952381,2.341687
0.031065760,2.341195
0.031179138,2.340699
0.031292517,2.340200
0.031405896,2.339698
0.031519274,2.339193
0.031632653,2.338685
0.031746032,2.338173
0.031859410,2.337659
0.031972789,2.337143
0.032086168,2.336623
0.032199546,2.336102
0.032312925,2.335577
0.032426304,2.335050
0.032539683,2.334521
0.032653061,2.333990
0.032766440,2.333456
0.032879819,2.332920
0.032993197,2.332382
0.033106576,2.331843
0.033219955,2.331301
0.033333333,2.330757
0.033446712,2.330212
0.033560091,2.329664
0.033673469,2.329116
0.033786848,2.328565
0.033900227,2.328012
0.034013605,2.327459
0.034126984,2.326903
0.034240363,2.326347
0.034353741,2.325788
0.034467120,2.325229
0.034580499,2.324668
0.034693878,2.324106
0.034807256,2.323542
0.034920635,2.322978
0.035034014,2.322412
0.035147392,2.321846
0.035260771,2.321279
0.035374150,2.320710
0.035487528,2.320141
0.035600907,2.319571
0.035714286,2.319000
0.035827664,2.318429
0.035941043,2.317857
0.036054422,2.317285
0.036167800,2.316711
0.036281179,2.316138
0.036394558,2.315564
0.036507937,2.314990
0.036621315,2.314415
0.036734694,2.313840
0.036848073,2.313265
0.036961451,2.312690
0.037074830,2.312114
0.037188209,2.311539
0.037301587,2.310963
0.037414966,2.310388
0.037528345,2.309812
0.037641723,2.309236
0.037755102,2.308660
0.037868481,2.308084
0.037981859,2.307509
0.038095238,2.306933
0.038208617,2.306358
0.038321995,2.305782
0.038435374,2.305206
0.038548753,2.304631
0.038662132,2.304055
0.038775510,2.303480
0.038888889,2.302905
0.039002268,2.302330
0.039115646,2.301754
0.039229025,2.301179
0.039342404,2.300605
0.039455782,2.300030
0.039569161,2.299455
0.039682540,2.298881
0.039795918,2.298306
0.039909297,2.297732
0.040022676,2.297157
0.040136054,2.296583
0.040249433,2.296009
0.040362812,2.295435
0.040476190,2.294862
0.040589569,2.294288
0.040702948,2.293715
0.040816327,2.293142
0.040929705,2.292569
0.041043084,2.291996
0.041156463,2.291424
0.041269841,2.290851
0.041383220,2.290280
0.041496599,2.289708
0.041609977,2.289136
0.041723356,2.288565
0.041836735,2.287995
0.041950113,2.287424
0.042063492,2.286854
0.042176871,2.286284
0.042290249,2.285715
0.042403628,2.285146
0.042517007,2.284577
0.042630385,2.284009
0.042743764,2.283441
0.042857143,2.282873
0.042970522,2.282305
0.043083900,2.281738
0.043197279,2.281172
0.043310658,2.280605
0.043424036,2.280039
0.043537415,2.279473
0.043650794,2.278907
0.043764172,2.278342
0.043877551,2.277776
0.043990930,2.277211
0.044104308,2.276646
0.044217687,2.276081
0.044331066,2.275516
0.044444444,2.274952
0.044557823,2.274387
0.044671202,2.273823
0.044784580,2.273258
0.044897959,2.272693
0.045011338,2.272129
0.045124717,2.271564
0.045238095,2.270999
0.045351474,2.270435
0.045464853,2.269870
0.045578231,2.269305
0.045691610,2.268740
0.045804989,2.268175
0.045918367,2.267610
0.046031746,2.267045
0.046145125,2.266479
0.046258503,2.265914
0.046371882,2.265348
0.046485261,2.264783
0.046598639,2.264217
0.046712018,2.263652
0.046825397,2.263087
0.046938776,2.262521
0.047052154,2.261955
0.047165533,2.261390
0.047278912,2.260825
0.047392290,2.260259
0.047505669,2.259694
0.047619048,2.259129
0.047732426,2.258564
0.047845805,2.258000
0.047959184,2.257435
0.048072562,2.256871
0.048185941,2.256306
0.048299320,2.255742
0.048412698,2.255177
0.048526077,2.254614
0.048639456,2.254050
0.048752834,2.253486
0.048866213,2.252922
0.048979592,2.252359
0.049092971,2.251795
0.049206349,2.251232
0.049319728,2.250669
0.049433107,2.250105
0.049546485,2.249542
0.049659864,2.248979
0.049773243,2.248416
0.049886621,2.247853
0.050000000,2.247290
0.050113379,2.246726
0.050226757,2.246163
0.050340136,2.245600
0.050453515,2.245036
0.050566893,2.244472
0.050680272,2.243908
0.050793651,2.243345
0.050907029,2.242780
0.051020408,2.242216
0.051133787,2.241652
0.051247166,2.241087
0.051360544,2.240522
0.051473923,2.239957
0.051587302,2.239392
0.051700680,2.238827
0.051814059,2.238261
0.051927438,2.237695
0.052040816,2.237129
0.052154195,2.236563
0.052267574,2.235997
0.052380952,2.235430
0.052494331,2.234864
0.052607710,2.234297
0.052721088,2.233730
0.052834467,2.233163
0.052947846,2.232595
0.053061224,2.232028
0.053174603,2.231460
