rank,frequency_hz,magnitude_db
1,3000.000,-17.295
2,41.125,-45.861
3,40.625,-46.118
4,40.250,-46.170
5,3001.375,-51.329
6,125.875,-54.466
7,124.000,-54.568
8,122.875,-54.825
9,126.875,-55.043
10,125.000,-55.058
